,Value,Rob. Std err,Rob. t-test,Rob. p-value
asc_alone,-7.060493443527715,0.9312115633013954,-7.582050869832809,3.397282455352979e-14
asc_kid,-4.655075120586219,0.8302029078492833,-5.6071534760648065,2.0568126313236235e-08
b_age_alone,0.5321023063143825,0.04997742620557153,10.646852923671831,0.0
b_age_kid,0.2541272876272093,0.04745216983486749,5.355440826237593,8.534807593996163e-08
b_female_alone,-0.7574693404019156,0.16316657764974024,-4.642306968207232,3.4454047226351037e-06
b_female_kid,-0.38757207030954316,0.14790673183291755,-2.6203815438729516,0.008783143788556824
b_has_big_sib_alone,4.836350386754062e-05,0.16767772013166146,0.00028843130637490376,0.9997698651169822
b_has_big_sib_kid,0.5274730419195008,0.15375862620607442,3.4305265007542216,0.0006024111265907628
b_has_lil_sib_alone,-0.7195876814405324,0.17223136146043505,-4.178029339945942,2.940457308620026e-05
b_has_lil_sib_kid,0.36378330839505846,0.1561728007458247,2.329364054801868,0.01983978762350347
b_log_density_alone,0.03278965761590641,0.06857330122219166,0.47816944833472647,0.6325296056499805
b_log_density_kid,0.10855038041647852,0.056274197181514454,1.9289547581877597,0.053736478979436564
b_log_distance_alone,-1.0894360987601415,0.1490902209238122,-7.307227073711717,2.7267077484793845e-13
b_log_distance_kid,-0.8045909621175309,0.1336006712121518,-6.022357184417712,1.7189503154213526e-09
b_log_income_k_alone,0.0030854753540026396,0.09214303307036921,0.03348571510171883,0.9732872571419406
b_log_income_k_kid,-0.03555509964129486,0.08739448905048858,-0.40683457306735166,0.6841294922220698
b_n_adults_alone,0.10396857159852012,0.13100783931208432,0.7936057272942898,0.42742499721062677
b_n_adults_kid,-0.10571178404212406,0.13002958066405537,-0.8129825805963429,0.4162280454830305
b_non_work_dad_alone,-0.25396562232247116,0.2914043972438176,-0.8715229582139027,0.383468675958901
b_non_work_dad_kid,-0.03138339356488169,0.24678468785619792,-0.12716912802616376,0.8988065392317708
b_non_work_mom_alone,-0.484657984859642,0.18881561278229267,-2.5668321476066716,0.010263227986285095
b_non_work_mom_kid,-0.5434755280592992,0.17086028049391452,-3.180818423616342,0.0014685964571834464
b_veh_per_driver_alone,0.00575711436939867,0.1324767657459434,0.04345754017303944,0.9653368105614981
b_veh_per_driver_kid,-0.1053574298370423,0.15242901932522793,-0.6911901047677016,0.48944608150089675
