"asc_dp_a","asc_do_a","asc_wa_a","asc_wp_a","asc_wo_a","asc_ba_a","asc_bp_a","asc_bo_a","asc_dp_b","asc_do_b","asc_wa_b","asc_wp_b","asc_wo_b","asc_ba_b","asc_bp_b","asc_bo_b","delta_a","delta_b","gamma_female_a","gamma_female_b","beta_nadults_dp_a","beta_nadults_do_a","beta_nadults_wa_a","beta_nadults_wp_a","beta_nadults_wo_a","beta_nadults_ba_a","beta_nadults_bp_a","beta_nadults_bo_a","beta_nadults_dp_b","beta_nadults_do_b","beta_nadults_wa_b","beta_nadults_wp_b","beta_nadults_wo_b","beta_nadults_ba_b","beta_nadults_bp_b","beta_nadults_bo_b","lambda_alone","lambda_others","lambda_parent","lambda_walk","lambda_drive","lambda_bike","logLike"
1.62171071317067,-0.668360656667736,0,0.081823314654381,0.0276529789505218,-0.183210787790543,-0.728391789117632,-0.548684172508848,0.598365080435874,-0.704322274631069,0,-0.388012508501905,-0.392091284411939,0.396709528543162,-0.54121589471299,-0.437634424002682,0,-0.464016124082305,0,-0.771336091586692,-1.31366997455471,2.09446618346877,0,0.694438632897899,0.134855921233459,-0.323055241478438,-1.04422366302014,-1.04984964137339,-1.2571029263146,-0.311060508758846,0,-0.372269650749449,-0.157230725483664,-0.20124018850003,-1.07780030531205,0.104633795862533,1.12414935940666,-0.609500319651276,3.0335591449324,2.01004088373398,1.64675803903305,0.218039871713771,-14047.2203300752
1.70470752370092,-0.674076692546841,0,0.0593987038355341,0.0555532777267986,-0.19296295555223,-0.783877748632228,-0.559997559472209,0.600963303678727,-0.720527847834074,0,-0.43326501483051,-0.471935450640965,0.388570030990894,-0.52346998514056,-0.483518095875814,0,-0.46349270464628,0,-0.749270141601244,-1.32394463686471,2.07806510368654,0,0.744860674996211,0.192628045507276,-0.336732937406825,-1.06913784661548,-1.07250858459234,-1.26585836142158,-0.401786738598692,0,-0.399472841823101,-0.246210059800148,-0.287089779798819,-1.04578459164962,0.036312839793838,1.11137868540291,-0.645126296230267,3.01629612659149,1.9722361661231,1.61830536944124,0.217010197486236,-14027.3181172549
2.11954566534236,-0.68138862765937,0,-0.0644490060137782,0.156645104465405,-0.255583956996578,-1.01167936426659,-0.595655093178331,0.676648096314274,-0.89120258029388,0,-0.558102308719236,-0.568613458650025,0.342176167949508,-0.437243084883659,-0.487342700148566,0,-0.593264143747704,0,-0.639539126135489,-1.33379862409349,2.0009583175129,0,0.963161158944782,0.398160255316976,-0.432161045341882,-1.08453914334063,-1.14499255421969,-1.45653941293792,-0.601183336590319,0,-0.354446978552801,-0.0872444233062743,-0.361265513469533,-0.887247858401846,-0.0420890499848665,1.01722781730726,-0.75795223737024,2.90466411245188,1.67615788320276,1.30767836791004,0.198675569281973,-13998.6685947206
2.48054864941035,-0.677343842042411,0,-0.238632483974599,0.165468265557077,-0.305705958977375,-1.11959302657594,-0.60533046629658,0.817477732794661,-1.02073362970047,0,-0.684337702274715,-0.70297782033396,0.169339364587415,-0.401379576286641,-0.447439970223388,0,-0.471618197238239,0,-0.756974883605546,-1.32078739384239,1.8455867873491,0,1.05507871386442,0.415038722878322,-0.503644480174999,-0.864802477392787,-1.16394074092665,-1.53955526960977,-0.720158323902578,0,-0.283183881003265,-0.0192770568032774,-0.34746326958492,-0.817869527703887,-0.121561798819938,0.95233931355744,-0.786505615069161,2.95868455449083,1.6121034689157,1.11030383666899,0.189773518245638,-13985.3996046272
2.82432743274806,-0.682243221832541,0,-0.390545460048333,0.169762975528871,-0.337395097913316,-1.25744078005692,-0.619019462474819,0.901522066177654,-1.07863841052776,0,-0.80548729828471,-0.819831020551826,0.0276905540579869,-0.384938314921507,-0.425198667390982,0,-0.534191567483996,0,-0.653474149442023,-1.32640273154342,1.68281998476989,0,1.1297445890194,0.42644289441861,-0.540586084420677,-0.668747265169372,-1.18980603906548,-1.45875156759307,-0.738840075081437,0,-0.230303292987674,0.0089115031752911,-0.255297649761443,-0.781297818313511,-0.100030330843914,0.919774781166812,-0.827207998874653,2.94066182296235,1.69919753694872,1.13479185688233,0.186365720689379,-13971.4236616199
3.40530011040427,-0.693639280642556,0,-0.573547700946695,0.185523532962299,-0.396197059509209,-1.586036242416,-0.641205255818544,1.02099625838322,-1.17025086075146,0,-0.985146654647312,-0.986446358644502,-0.00751568798930477,-0.372180654448545,-0.598574118409232,0,-0.46116954106911,0,-0.667633263633133,-1.34113520796113,1.35643976410137,0,1.35200994377059,0.463506836029243,-0.610250558033427,-0.428750536242472,-1.22961491336265,-1.25120347487502,-0.641845895284731,0,-0.129615222681089,0.127365328783998,-0.151456293158582,-0.740604203523815,0.0547959827776147,0.866803522776069,-0.892213183130888,2.75949017376196,1.86594278670597,1.19622211949946,0.198270476982717,-13954.4358449597
3.66711752219159,-0.699135063931287,0,-0.618068693533771,0.212877591793557,-0.448270136030767,-1.74193827986125,-0.660287097482838,0.897096211803138,-1.2573510131837,0,-0.998481194742422,-1.08060817883538,0.0259209101143214,-0.354660963225857,-0.70891932126554,0,-0.466472487290896,0,-0.673655736481438,-1.3486201717495,1.24745961824378,0,1.37045238186056,0.520165708927312,-0.687761847335483,-0.204388246170657,-1.26639869708689,-1.15927760244145,-0.534911348622199,0,-0.0850186952907655,0.10696152736999,-0.105020611335152,-0.692878052816356,0.159982215306264,0.804853184717197,-0.949648074188635,2.72965026871372,1.98948522284333,1.09386184623244,0.201658955183115,-13946.1184403408
3.84601806282097,-0.721860341878427,0,-0.586834566918807,0.263336170575488,-0.502258724391001,-1.93766201496246,-0.682629742675996,0.730682560112999,-1.33530948843647,0,-0.967035970041464,-1.18160266231163,-0.0523309552643662,-0.366020890190662,-0.6776881492163,0,-0.434828615054108,0,-0.743930545166329,-1.389605614821,1.1671954951466,0,1.34971336025664,0.625378626794211,-0.767545970224239,-0.0809199780854572,-1.30584934045055,-1.03741072144744,-0.442571461227981,0,-0.09922432870527,0.128039440755921,-0.034627070986961,-0.696886482630376,0.183782546227457,0.757065963852866,-1.01542145962363,2.66528053348108,2.0332355264871,1.07690946067905,0.196406052895972,-13938.8270205634
4.22106464645317,-0.815232302465123,0,-0.298341614623598,0.318921252515445,-0.700012773457693,-2.68000930777412,-0.698559886272947,0.513162584124289,-1.77300354692382,0,-0.718820577156165,-1.86096325199806,-0.0647124258909966,-0.596007679428911,-0.751382676889439,0,-0.374253671908378,0,-0.639614801456617,-1.54806727990005,0.829822379678888,0,0.947485050793649,0.74676970342891,-1.04314275353833,0.367618997483009,-1.29887712801428,-0.698362622861854,-0.295405630742949,0,-0.188444781146138,0.43255153709791,-0.020479894025213,-1.04943480567567,0.214430338543358,0.657756838740869,-1.0347794959652,2.60253035854419,1.99068051693057,1.0165203556667,0.197270079791763,-13926.3717654179
4.62766966679798,-0.775575264192506,0,0.476555887471388,0.186877902175751,-0.895601963879596,-3.68878371582145,-0.651763389036818,0.312950206851145,-2.31834901842102,0,-0.424518316199233,-2.75703694479916,-0.170125776445925,-0.70585135997102,-0.74786508276935,0,-0.503492719336652,0,-0.638501619869792,-1.43904072234049,0.726701636269599,0,0.911715485919151,0.477497144573026,-1.30687543969931,0.778404598432094,-1.18357290678548,-0.0438922246459366,-0.230989217523448,0,-0.55040075817597,0.824526842526762,0.0513679085580213,-1.14893449941561,0.23603648146735,0.426563527859306,-0.866401724296084,2.65259792709492,2.10381682237575,0.767766185731259,0.196142272873977,-13905.6230819166
4.81280636765684,-0.723964001021412,0,1.01153200724831,0.238192805518546,-1.41671439626219,-4.50012049789765,-0.498824720581675,0.505633843338643,-3.25874751161444,0,-0.20045561860522,-2.24996373941959,-0.768553440958451,-0.838738434509716,-1.27934660789675,0,-0.598710308227413,0,-0.565913907649416,-1.26152869386936,0.589167521806741,0,0.61255643549036,0.547585017761755,-2.10618904632042,0.643169384111883,-0.803592746794918,0.59201306106502,-0.362376463095542,0,-0.987091509332194,0.52415705886321,0.32526869683051,-1.35411011651859,0.463813950302968,-0.158320756762605,-0.332775425417421,2.89060476921808,2.22477365298316,0.678431004038213,0.196427116100751,-13904.1179883839
4.86286243554865,-0.680659882588363,0,1.05978076601692,0.217125913377982,-1.51010448386973,-4.62530437724644,-0.443108550947692,0.360527247620843,-3.48730489680269,0,-0.242490799596581,-2.17524954164342,-0.778797252723438,-0.835222933025881,-1.29349025018374,0,-0.627876259087046,0,-0.575145212087786,-1.15591661937533,0.516911433020564,0,0.588190577956757,0.496100372347589,-2.24310092743871,0.606185701782819,-0.677458444825133,0.442426590994795,-0.321081813071084,0,-1.06991021034573,0.45991685590096,0.313954520626005,-1.34226193850273,0.451395658050371,-0.284616541874531,-0.147966049491512,2.93685350628728,2.22933574480671,0.890207811607237,0.197618255125387,-13900.6729201687
5.20756397649686,-0.568293594140882,0,0.531257972035159,0.17520300185127,-1.52212418540886,-5.03319571622548,-0.21058409714227,-0.447291194960585,-4.35926052705119,0,-0.710052041833573,-1.9139288768686,-0.198545655569641,-0.769959394123521,-0.694925823352945,0,-0.602003365433285,0,-0.604543443645902,-0.798285698970666,0.262406554506711,0,0.179220169910011,0.428785573163158,-2.0928228518943,-0.375128342214813,-0.149942486985829,0.710244631239122,0.0609967552780297,0,-0.793790399533858,0.263437111043196,0.0709644594337926,-1.27423900669636,0.187606664985323,-0.348202643585612,0.609862744896226,3.72924482275477,2.15528105806116,1.18832447504047,0.203753334045225,-13898.0758064337
5.19856269617353,-0.589933065797752,0,0.430356438133074,0.122126158814837,-1.36370363864305,-4.82259576049793,-0.253617110196705,-0.622034690004906,-4.29042928943612,0,-0.652114936608244,-2.07146358346475,-0.499960722142915,-0.760988248609907,-1.00240438518893,0,-0.587563430036268,0,-0.592879476850941,-0.787284485538172,0.281756704399248,0,0.196351145715895,0.432976337372292,-1.80934169902886,-0.472805947689501,-0.173375210053786,0.536617844158851,0.0658595046016409,0,-0.767166491327759,0.330572850119735,0.131516521113587,-1.26420938125177,0.249673053984682,-0.284052538727186,0.474031065937802,3.71957773595185,1.99094389715471,1.18509746368474,0.203665754336253,-13892.6454775103
5.22099458943977,-0.621908319566414,0,0.389342128849477,0.0689701865026862,-1.35132016740431,-4.68934262641876,-0.284109763743913,-0.714040626115661,-4.25750940560585,0,-0.660055539412938,-2.09272046105333,-0.549248930166721,-0.823416964048529,-1.041328321213,0,-0.61443362518574,0,-0.586627921937855,-0.829421549343945,0.270089787681966,0,0.308051499340518,0.343177271719317,-1.79965323666591,-0.437561417855774,-0.197893657391141,0.538451428427176,0.0611739515842233,0,-0.80712728544872,0.343753743020519,0.111895429411808,-1.38273673697898,0.226736756221763,-0.289505328209022,0.387288996534968,3.63724801165894,1.91491071939766,1.12642065318149,0.201869970932725,-13890.2732953704
5.12330680144475,-0.651925657547135,0,0.417999757817677,0.228769985663098,-1.40905695646651,-4.4513768645893,-0.39504791934253,-0.537471466870173,-3.90072953971334,0,-0.596294574735773,-2.30090125588878,-0.450054646331339,-0.861037025796421,-0.926684495381607,0,-0.611291559891119,0,-0.59242356401576,-0.848817948851142,0.309962221590379,0,0.480704449235762,0.369005831795186,-1.95386575796849,-0.189071135554316,-0.313521607243177,0.449728714171411,0.0221308294076703,0,-0.856610279785998,0.437113416808498,0.102874594579709,-1.48033734615753,0.212648080866565,-0.434242101740197,0.076731764206653,3.36202756265197,2.01879429526731,1.02602978070989,0.197623718986222,-13886.3168809363
5.13857024636593,-0.693639889530933,0,0.435029062147048,0.342860274669853,-1.40011918092955,-4.59469062225988,-0.397984386822652,-0.599031486531803,-3.76805866943018,0,-0.543990662529288,-2.33399887251851,-0.502009651331586,-0.862866812292357,-0.990922231647636,0,-0.622294930031244,0,-0.595863578667495,-0.92407915686935,0.298311842227135,0,0.504490781465059,0.230234796337585,-1.93810224827018,-0.0673117344039052,-0.343232131476461,0.403503582132758,0.0346730861020407,0,-0.901158903580023,0.459054718221764,0.10843882252752,-1.52416049020989,0.225152646670524,-0.418852893773743,0.0593101071671979,3.32455174743643,1.98904263199159,0.983609933665166,0.196927588388468,-13885.0608231335
4.96805687830754,-0.834458889681312,0,0.455361734521999,1.30195417075916,-1.3945284905479,-5.08003751050899,-0.38151139552467,-0.728805883815723,-3.22078256605218,0,-0.486987488387146,-2.5377011466381,-0.586272704015169,-0.9065895529063,-1.07563926539482,0,-0.629534129993277,0,-0.604868933779526,-1.15535550552821,0.431321355045285,0,0.686490842865522,-0.201269970214785,-1.91772452313627,0.473416627958404,-0.407508423692831,0.209740888897449,0.0863975134927577,0,-0.978733556456045,0.54767100533386,0.120510509758041,-1.76678668492017,0.240716986631588,-0.480461772114701,0.0613639203736108,3.13804576942062,1.97335980885879,0.840332305409279,0.191783096898904,-13883.3051134089
4.73388757053283,-0.808056564735385,0,-0.02625703900592,2.50497591163993,-1.44168615244054,-5.33890948729933,-0.359483892147057,-0.859738259781826,-3.23481809985759,0,-0.158010339363925,-3.03418648875807,-0.646568034609289,-0.908523369038713,-1.18027836030637,0,-0.634078337541382,0,-0.61691912620553,-1.06155230234371,0.607170738252883,0,0.956087576057588,-0.522438540994722,-2.00683734599104,0.648588712059608,-0.337702044590736,0.224936244971554,0.172938767351382,0,-1.19058811099944,0.740041917837867,0.176169020118547,-1.86596823573724,0.317879016523343,-0.607445503697504,0.145474001608838,3.14267178700968,2.09377878973726,0.878058103823777,0.191365684540654,-13881.1739333133
4.67479159197396,-0.804480633934702,0,-0.124870846915137,2.77375821281845,-1.45179489200997,-5.39808615125337,-0.355927072876681,-0.883861178027475,-3.23615951413977,0,-0.0940392050320407,-3.12964270878746,-0.6541330810268,-0.909420210852131,-1.19445012778118,0,-0.635093618601035,0,-0.619202883513753,-1.04540602987384,0.648538438988827,0,1.01456222614508,-0.599035458275257,-2.02490682564024,0.693006631881515,-0.324551076779789,0.22537062757023,0.18845811684359,0,-1.23199729099694,0.77565298080936,0.184901007603992,-1.88811144159111,0.329853903653061,-0.634310127020359,0.15919267633444,3.13955590444108,2.11681243742636,0.8851044497568,0.191203489531312,-13880.7812508771
4.60730078319104,-0.794914292555461,0,-0.311946427752744,3.12039788456221,-1.49150103224433,-5.50376024590812,-0.361465156234238,-0.959697954286003,-3.24038435135454,0,0.0620842194187198,-3.29379262707695,-0.674962026826686,-0.887636798246192,-1.22226663660454,0,-0.642189797428369,0,-0.621917391961405,-1.00856321698479,0.664109928192638,0,1.05793770997416,-0.77709044201558,-2.07972239410946,0.666770869632293,-0.277909512829886,0.228722290003185,0.222276033619086,0,-1.3273748338382,0.839456022828579,0.200810119124409,-1.88119952535003,0.348850117642022,-0.660017022641153,0.15889227748385,3.18022601298157,2.13841057258451,0.898926089641849,0.191465710247863,-13880.0898243847
4.64056129084411,-0.734758781205123,0,-0.685827958012071,3.84821910341265,-1.57259955265979,-5.87084282320981,-0.378858972445775,-1.00980479135655,-3.5194179654523,0,0.75630349743548,-3.53548706414542,-0.531669014796187,-0.774462066855295,-1.09656319390765,0,-0.63577264443351,0,-0.62943236999519,-0.837976410498584,0.604615854758574,0,1.06965991808865,-1.07549091991691,-2.15791656332239,0.635707974782186,-0.0936403329884274,0.263015417441614,0.257948394214527,0,-1.68114247159716,0.892624002898161,0.166636625869122,-1.75956740325261,0.321110171082168,-0.750654300914575,0.154181692253472,3.31847382441464,2.22691888523182,1.05316849325535,0.195152827524558,-13879.1703467625
4.76291357995216,-0.713264720210919,0,-0.80914384993189,3.64738193183347,-1.76598729381557,-5.86480663581264,-0.339371737443811,-1.16040912852317,-3.55848636558909,0,0.874224665072816,-3.61505350623723,-0.514311407902316,-0.741407435115416,-1.05577749476145,0,-0.667650533191823,0,-0.617883709148742,-0.76030873834214,0.46282599246643,0,0.946009941228855,-1.10936042896,-2.41739535650363,0.220287080638019,0.124933563315732,0.281782694304915,0.30922079284737,0,-1.81946242167196,0.913868272565318,0.169054068702848,-1.7045676263916,0.31086886795936,-0.863326191416459,0.309188478015144,3.52879549398887,2.23733327065967,1.06567102353164,0.195597709522034,-13878.604114161
4.72584612559415,-0.7567820741052,0,-0.626583751082552,3.67684039114124,-1.82240557934314,-5.8619863468291,-0.278792193264261,-1.17625967438489,-3.65567515995873,0,0.597080866068626,-3.68442474639387,-0.53289671234733,-0.766362480597007,-1.05506498388034,0,-0.676065278375089,0,-0.616769872176748,-0.847551641215198,0.54237560030333,0,0.96563319450524,-0.957519109373393,-2.51533590781253,0.291125987381878,0.177852341087015,0.30122370239631,0.296705259888897,0,-1.73834554804238,0.93455599404336,0.166402488881909,-1.78195214043683,0.300375249819269,-0.98033575986746,0.492696889312452,3.50224647836438,2.24174180916714,1.05518542664371,0.193143032246486,-13877.768825968
4.84815345948788,-0.785277965211936,0,-0.47228133046573,3.8083009051774,-1.86920370533205,-6.1187129387962,-0.18031431567259,-1.12650336862708,-3.79790741728571,0,0.724326693137038,-3.67760508361073,-0.456248862187388,-0.711428285528628,-0.962348385957583,0,-0.672649732455074,0,-0.621597334709314,-0.889315837790629,0.464584603712289,0,0.889906828231304,-0.967328428240368,-2.60032599688662,0.456649716413947,0.499224562053199,0.288625294388249,0.252463888645685,0,-1.83348601428586,0.9016820997262,0.120376236571044,-1.77007956084947,0.24787750457801,-1.13569521571565,0.258093374493639,3.46632428254924,2.25063919950946,1.09938792991929,0.191296672267055,-13877.2411115276
4.87592741586959,-0.795752307542523,0,-0.48631492096549,3.8404928042027,-1.90735557112453,-6.17072395398654,-0.146488227957738,-1.14244123076318,-3.80093737416166,0,0.76793236806673,-3.71728944592842,-0.449280590579161,-0.702074105484453,-0.949895878048173,0,-0.679330575616848,0,-0.620683776176078,-0.903325183185529,0.453588760621797,0,0.887230706343157,-0.959203508833488,-2.66374179992598,0.444198367409167,0.527387446488496,0.286547008898569,0.254579647341829,0,-1.87748221105559,0.91226262096902,0.119438633727447,-1.77153155377908,0.24433198766924,-1.17933509058413,0.322895810884439,3.49160353841324,2.26203468868609,1.10097597432349,0.190916862780938,-13877.0901753691
4.92105168642902,-0.81032420973417,0,-0.49749579156676,3.84174404601604,-2.01217133809402,-6.32960312639765,-0.0116808689707315,-1.17443712004259,-3.82376276119418,0,0.82115149477769,-3.81539931617743,-0.435229371047395,-0.675612742048685,-0.923939367899032,0,-0.696951061396201,0,-0.620305933971128,-0.917615081897002,0.428221041917172,0,0.855350926160654,-0.90421019093782,-2.83900000225697,0.411874771543738,0.499493090108082,0.286320610809602,0.251945084651281,0,-1.96063095577662,0.937326766803456,0.116370027268006,-1.77092535736734,0.234847439795456,-1.29189846619779,0.503610171358602,3.55825522175206,2.28932534729388,1.106810438193,0.189482894574294,-13876.8663933657
4.84519509403683,-0.69344741793654,0,-0.611860449533265,3.77344666289186,-2.33739010079172,-6.58343411550309,0.226706607530712,-1.25645828903857,-3.79323031199369,0,0.894087138625406,-4.19264085669233,-0.444957313186978,-0.615084410342234,-0.900811666470615,0,-0.744442787258031,0,-0.620303990398095,-0.652085867071809,0.296559912702516,0,0.703757682711169,-0.938407207420741,-3.36597773781016,0.218122221964728,0.175340095632982,0.296782229388707,0.246506616827104,0,-2.11909444882308,1.06119481964643,0.134778812933819,-1.78577077394349,0.236086657339814,-1.5906820057718,0.414713050899754,3.63339262313784,2.36212977700846,1.083942715163,0.183795321231776,-13876.7383842408
4.85277776264284,-0.693189447029194,0,-0.617911042944198,3.76210668092871,-2.38038336434103,-6.61908514073808,0.299511442721819,-1.26793246003569,-3.81897417932644,0,0.896448964317974,-4.2379821870232,-0.437955318737864,-0.5989147137779,-0.896651173880581,0,-0.749239517798787,0,-0.619839020803502,-0.648421040867327,0.276972528074266,0,0.678704613005028,-0.930156561111462,-3.43468579368785,0.182314461906686,0.261986726084902,0.303560651684666,0.246139295712951,0,-2.13910691906332,1.07239116236224,0.133750162929176,-1.77283073403815,0.236162621110596,-1.6491460168441,0.370054528845996,3.65596828297416,2.37466692506227,1.09011803055752,0.183730875956149,-13876.4743443261
4.85281722778619,-0.693189437250307,0,-0.618005066593779,3.76206113878915,-2.38038340799678,-6.61904500620663,0.299571567393837,-1.2680796463718,-3.81888878484618,0,0.896296882950415,-4.2381921533484,-0.439216934397906,-0.598914776060097,-0.89525043259773,0,-0.74822407549168,0,-0.619433085116489,-0.648420934347307,0.276968103127884,0,0.678539340617352,-0.930209463260499,-3.43468584328077,0.182405901368953,0.262117867828524,0.303735877931604,0.245769784051832,0,-2.13937555335562,1.07187493351876,0.130390206029519,-1.77283079632035,0.239915758768946,-1.64914603791527,0.370125099232011,3.65596942885017,2.37445081608262,1.0903020092576,0.185146363567816,-13876.4228819097
4.85310314900069,-0.693189900590567,0,-0.618494836752083,3.76189489004574,-2.38038388044411,-6.61882605019226,0.299723552089527,-1.26884452494472,-3.81844024830597,0,0.895468398764919,-4.23937138781211,-0.437671088120456,-0.598915070924135,-0.895811610002489,0,-0.742951620158028,0,-0.61734777967152,-0.648420645345877,0.277109602546384,0,0.677694995687075,-0.930314394788926,-3.43468658162667,0.182905082240361,0.262426440170112,0.304655080077595,0.243834172191106,0,-2.14084025344923,1.06899535671532,0.130609839459254,-1.77283109053902,0.242290834438944,-1.64914614551088,0.370140106226808,3.6560312686674,2.37310144398063,1.09126900136063,0.182926019090123,-13876.273154196
