"asc_dp_a","asc_do_a","asc_wa_a","asc_wp_a","asc_wo_a","asc_ba_a","asc_bp_a","asc_bo_a","asc_dp_b","asc_do_b","asc_wa_b","asc_wp_b","asc_wo_b","asc_ba_b","asc_bp_b","asc_bo_b","delta_a","delta_b","gamma_female_a","gamma_female_b","beta_nadults_dp_a","beta_nadults_do_a","beta_nadults_wa_a","beta_nadults_wp_a","beta_nadults_wo_a","beta_nadults_ba_a","beta_nadults_bp_a","beta_nadults_bo_a","beta_nadults_dp_b","beta_nadults_do_b","beta_nadults_wa_b","beta_nadults_wp_b","beta_nadults_wo_b","beta_nadults_ba_b","beta_nadults_bp_b","beta_nadults_bo_b","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22129.4168865546
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22129.4168865546
0.764279541326687,-0.208040749421343,0,0.0993193406611681,-0.116200721822679,-0.149480731924996,-0.173960740212351,-0.194600746035576,0.764279541326687,-0.208040749421343,0,0.0993193406611681,-0.116200721822679,-0.149480731924996,-0.173960740212351,-0.194600746035576,0,0,0,0,-0.413699743803591,1.51877961005084,0,0.193340047262609,-0.224099816987291,-0.298179782694206,-0.346659764181823,-0.3836197569035,-0.413699743803591,1.51877961005084,0,0.193340047262609,-0.224099816987291,-0.298179782694206,-0.346659764181823,-0.3836197569035,-18801.8658923851
0.770872331738578,-0.307549829398162,0,0.301391178434016,-0.122025393609904,-0.188866266289554,-0.238379565477761,-0.280310841887205,0.770872331738578,-0.307549829398162,0,0.301391178434016,-0.122025393609904,-0.188866266289554,-0.238379565477761,-0.280310841887205,0,0,0,0,-0.605569772439787,1.47267172565532,0,0.60443202962514,-0.220361623078542,-0.370443425780593,-0.468949754943235,-0.544180156531016,-0.605569772439787,1.47267172565532,0,0.60443202962514,-0.220361623078542,-0.370443425780593,-0.468949754943235,-0.544180156531016,-17254.4318684896
0.863142121350556,-0.584787171736834,0,0.124835507534461,-0.00303469782328482,-0.195790053764025,-0.353469449991187,-0.493336532681861,0.863142121350556,-0.584787171736834,0,0.124835492009604,-0.00303469782328471,-0.195790053764025,-0.353469449991186,-0.493336532681861,0,0,0,0,-1.1497810015182,1.23854581805928,0,0.46969086204477,0.100799423621476,-0.361523583564137,-0.683816279226113,-0.937634922356449,-1.1497810015182,1.23854581805928,0,0.46969086204477,0.100799423621476,-0.361523583564137,-0.683816279226112,-0.937634922356449,-16450.8918255825
1.01541663886853,-0.817276359226212,0,-0.0867786936900963,-0.271808146019784,-0.197699418143989,-0.399214838427624,-0.644320960866224,1.01541663886853,-0.817276359226212,0,-0.0867787203320417,-0.271808146019784,-0.197699418143989,-0.399214838427624,-0.644320960866224,0,0,0,0,-1.64370453954966,0.913875615630756,0,0.324548707240386,-0.209229186834385,-0.313515922571213,-0.770920459591602,-1.22676115618342,-1.64370453954966,0.913875393059278,0,0.324548707240386,-0.209229186834385,-0.313515922571213,-0.770920459591602,-1.22676115618342,-15964.4825374359
1.70527932322516,-1.07828325771352,0,-0.55025040968355,-0.7818350845648,-1.05480704813832,-0.309087248485667,-0.629421826390616,1.70527246683724,-1.07828325771352,0,-0.550239617481502,-0.781834446761274,-1.05480445706149,-0.309086849858461,-0.629421587214293,0,2.41568086107097e-05,0,1.27560705535101e-05,-2.48797651267741,0.0907603802367115,0,0.0964405333358387,-0.386449351855374,-1.5785316002215,-0.578492107255215,-1.28462224169072,-2.48797583501116,0.0907388505555164,0,0.0964451972741351,-0.386447278993909,-1.57853171980966,-0.578490592471837,-1.28462080663278,-15926.2581484023
2.214856793416,-1.03849218345307,0,-0.660083707211973,-1.02688656442339,-1.14512968231088,-0.42854391300066,-0.434395749583764,2.21460886141894,-1.03848824282711,0,-0.659871715577451,-1.02683278011448,-1.14507229346599,-0.428551206669986,-0.434399665152965,0,0.000166101143033834,0,7.1415738581095e-05,-2.70764835410895,-0.147205105744181,0,0.185841812202868,-0.221660614290854,-1.49990919087449,-0.766295287701791,-0.963925158398194,-2.70763852209501,-0.147774556646188,0,0.186211877963175,-0.221542137544282,-1.49980089357663,-0.766315324398211,-0.963909130778258,-15838.6603922958
2.72946712985767,-0.94692182131758,0,-0.606882198967708,-1.36618548631818,-1.21671061681758,-0.252992049839736,-0.327159355736251,2.72003672739696,-0.946800616247257,0,-0.599509519460739,-1.36453073690313,-1.21461962907795,-0.252906187848015,-0.327291414338505,0,0.00750545004380823,0,0.00300216976519925,-3.05568977636943,-0.260332183490017,0,0.304646426026143,0.113341785674007,-1.2135534568934,-0.401249919763519,-0.833931086592882,-3.05540556348733,-0.279398984972707,0,0.318567147004061,0.117280523350448,-1.20918977496418,-0.400932064118027,-0.833907194135264,-15769.0968845855
3.00762919345519,-0.722048960475559,0,-0.414748779796471,-1.81008915716831,-1.43905919440291,-0.18604319157091,-0.25324534138713,2.72425321481846,-0.718129989841619,0,-0.210363625239025,-1.7692338932165,-1.37704230289013,-0.206463324233352,-0.25944285874634,0,0.209743530703484,0,0.0828823572499149,-3.34532212392772,-0.0495524072196301,0,0.0198113331315371,0.352649037360312,-1.06580941807993,-0.325527679153245,-0.814282094339893,-3.33681600100935,-0.589028717139041,0,0.384738391967647,0.441413050982557,-0.9376962006558,-0.363041045267893,-0.819485722607044,-15211.1020915748
2.91429918070437,-0.719993403496529,0,-0.385072127748688,-1.79215737103534,-1.41639641299112,-0.193721024189266,-0.25513619571507,2.4493059838815,-0.711356267134325,0,-0.0898105093905733,-1.71871335369991,-1.28515753397291,-0.242841052917226,-0.269744555348595,0,0.350853630206323,0,0.124778527837194,-3.34091838958087,-0.208334108685699,0,0.0624176255404281,0.38248208815428,-1.02194462190897,-0.339415054397185,-0.813953891607985,-3.32228980308973,-1.06128474790999,0,0.546613998831406,0.533426819717898,-0.752071780827855,-0.429451581214382,-0.827134088761216,-15059.7490631796
2.90341989741553,-0.717529742830837,0,-0.387556480065922,-1.78615410106044,-1.39325509058375,-0.213321073049264,-0.261267787352191,2.34053787312658,-0.702767357818962,0,-0.125575853425961,-1.67645867264455,-1.16873691959203,-0.291686442948871,-0.288398679997186,0,0.299872361023817,0,0.0543916222948921,-3.33557691522406,-0.187786380107875,0,0.0331818205604503,0.382923751935552,-0.97651665508333,-0.377356501192104,-0.820463608215172,-3.30371198517167,-1.20575699426154,0,0.378015369511302,0.609008864084975,-0.516150184541946,-0.513535228354076,-0.84502632917895,-14756.9884179754
2.95798215711333,-0.711308970532717,0,-0.391574010860633,-1.7957842870566,-1.34631149478206,-0.268218088696463,-0.282408518257202,2.11521588608985,-0.678519653235496,0,-0.0587552979918199,-1.68515857101681,-0.867221903334651,-0.421293475325551,-0.351581841173075,0,0.0453280488587698,0,-0.208896838698373,-3.32200276669918,0.0401947823933803,0,-0.0360029362384848,0.324454604112508,-0.885480023552668,-0.482044611572549,-0.846723727233189,-3.25093715273936,-1.48356983247312,0,0.289898804485958,0.533811915554726,0.100924783877183,-0.732449107048409,-0.913295400978508,-14236.4256017576
2.96173279713923,-0.70925935759577,0,-0.390847972385293,-1.79364009655871,-1.33785640314102,-0.275545274457617,-0.288666433007923,2.05761003639398,-0.668659151418142,0,-0.0270469145660319,-1.65872820629779,-0.870435121082482,-0.434820922271805,-0.368819231200811,0,-0.0864588803782268,0,-0.314153969866398,-3.31748064113932,0.0660715174399406,0,-0.0500718798766486,0.321591882803074,-0.868647719737434,-0.492688811092742,-0.852697927050979,-3.22929116646811,-1.55488071002164,0,0.280203070373678,0.571755497594643,0.0950338302649689,-0.744289195909534,-0.924101106983708,-14165.4684396223
2.91500462038402,-0.700537185762804,0,-0.372704809207135,-1.79525661665908,-1.31848531384861,-0.278607313719565,-0.307388059175348,1.96209140882944,-0.629606562722751,0,0.0255888176658971,-1.69257789070799,-0.894257072618253,-0.445786029000726,-0.419452460992134,0,-0.148135185936821,0,-0.380214723837433,-3.29813666722386,0.00657705351040026,0,-0.0681344703210929,0.292270084311533,-0.8284060200655,-0.478599467416386,-0.859441698825128,-3.14303587773318,-1.61292216759763,0,0.157148836758384,0.403673446232486,0.0531465225360042,-0.704606878056418,-0.933455050700526,-14152.2178037067
2.81523437856282,-0.64442422865517,0,-0.195789513373348,-1.75041601648871,-1.20600812452076,-0.382718729541815,-0.453105847304487,1.63737027068185,-0.372948697212641,0,0.577429361339852,-1.51037510664845,-0.976136500485724,-0.690973198763591,-0.792225382000508,0,-0.0517243156395051,0,-0.391457949181427,-3.1726970858856,0.0931931346888835,0,-0.0929710943913208,0.198763553576443,-0.592046831761527,-0.550004074545845,-0.936579417066111,-2.57213891746973,-1.44775969349365,0,-0.149133119911894,0.233468101893809,-0.118822566862553,-0.77217525339273,-1.07682758287575,-14104.8677342934
2.77575627027496,-0.623155625847973,0,-0.126575919486845,-1.72511886312449,-1.16520456329486,-0.396962005638494,-0.501619662769613,1.52056977509968,-0.258932509140845,0,0.796435840644088,-1.40124117708604,-0.964044466795167,-0.718375442261544,-0.898175038385903,0,-0.0559568165311063,0,-0.379299352846363,-3.1240583110413,0.111545725556252,0,-0.103034659107068,0.173966020945511,-0.504864705925443,-0.515230316287652,-0.935866299275124,-2.31007293198186,-1.35097097577313,0,-0.229664676448371,0.206649882193649,-0.0956830499391768,-0.642060083722016,-1.02410603185838,-14071.1662988639
2.77011531907513,-0.612310651626467,0,-0.0931093647824798,-1.70327339633709,-1.14763887561559,-0.432234869039591,-0.52281757130834,1.44236261829152,-0.20023708280718,0,0.87239819075112,-1.32344749220614,-0.958357900160679,-0.775390591126232,-0.912040257549423,0,-0.0595594800708988,0,-0.361777491619005,-3.09729899577136,0.13842166138545,0,-0.111881410258178,0.167469099758217,-0.465505220170158,-0.539362593609491,-0.906724813372183,-2.14769534743628,-1.31159542412665,0,-0.263674912661247,0.163419526320788,-0.116022895154059,-0.627905735507982,-0.868059652742885,-14054.5091025839
2.80113204583095,-0.599979889958915,0,-0.0599729706219787,-1.635332015268,-1.1397181760703,-0.538341387684633,-0.680251768016448,1.30446773840321,-0.22490368875019,0,0.791936145615387,-1.10526698289989,-0.890022483646231,-0.852170824592844,-1.09445929862524,0,0.000314654549666907,0,-0.410347411864329,-3.05623017417207,0.187676673142519,0,-0.123314232091676,0.196494702774722,-0.437803355118996,-0.638833871896361,-1.05854541946806,-1.96031425347973,-1.26645481684937,0,-0.236567211544877,0.0562429018931777,-0.166123166151856,-0.479567813644225,-0.677422922759269,-14034.4763673687
2.71753257563944,-0.561471422144396,0,0.0715062025681961,-1.4338413078677,-1.12097003972016,-0.904651830955531,-1.19837833171293,0.958635050915093,-0.435144236550818,0,0.629263504093647,-0.444968863307893,-0.630736935268577,-1.2198865335666,-1.77089008698122,0,-0.178768599418701,0,-0.33602516428474,-2.92165346247341,-0.0951631487444728,0,-0.122054959527715,0.2983863651235,-0.346753522378183,-1.01624703405553,-1.60117528306668,-1.49141208428986,-0.928806967102492,0,-0.068976723237671,-0.249927627870574,-0.20434832785318,-0.200240730547958,-0.0678254690800372,-14017.8946748434
2.72629891660182,-0.558333362635041,0,0.07967263530094,-1.41527146863449,-1.12984259988226,-0.938851660865847,-1.24318771646906,0.90639932530111,-0.482178195281757,0,0.629865938802856,-0.387768879391096,-0.615688332530295,-1.25350531276768,-1.85525172411745,0,-0.217463700882595,0,-0.269218956120598,-2.90746714925811,-0.084212039249445,0,-0.151202990495709,0.323866996356012,-0.354924886926871,-1.04714075435949,-1.64157017536618,-1.46722052892695,-0.917096198999492,0,-0.0709530569158986,-0.282273454152949,-0.214044290225633,-0.158432964281178,-0.0120623093212085,-14012.5206399424
2.74673745020668,-0.559799472772732,0,0.121597394761085,-1.39248912274115,-1.16468017558023,-0.979817145186633,-1.25088976314001,0.817929217915549,-0.633600806939368,0,0.654073799032891,-0.295760746855529,-0.610094385174198,-1.32199326128953,-2.02835998341174,0,-0.215857113181694,0,-0.290368251937089,-2.88652785731084,-0.101164135470514,0,-0.183002658587232,0.444146315695085,-0.388496954257941,-1.04917033828649,-1.55268613727726,-1.45938671901017,-0.857436936344199,0,-0.0728181705329549,-0.334222167787486,-0.204689532158127,-0.116099790648423,0.0583179976336499,-14008.4023522299
2.80275378423594,-0.570748077462829,0,0.281518055600236,-1.48712904513748,-1.25787220999445,-1.07213468891382,-1.25263186196577,0.552886145010557,-1.12371651397259,0,0.669176929705392,-0.0278136918626602,-0.61387817079368,-1.50663865893693,-2.53798949143021,0,-0.204451072688268,0,-0.330834681432511,-2.83315516308298,-0.117161296478689,0,-0.173507542307158,0.401310552446859,-0.456248733049492,-1.00388018684933,-1.25985502046492,-1.46229882142503,-0.71588598263107,0,-0.078751034135819,-0.424290640501112,-0.18930106923755,0.00285156045395321,0.269548754579296,-13993.2576383876
