mode_ind,sc_y2017,av_par_car,av_par_act,av_kid_car,av_kid_act,sc_log_inc_k,sc_veh_per_driver,sc_non_work_dad,sc_non_work_mom,sc_age,sc_female,sc_has_lil_sib,sc_has_big_sib,sc_log_distance,sc_log_density
28,0,1,1,1,1,0.046308379327366686,0.006666666666666666,0,0,0.14,0.01,0.01,0.01,-0.008109302163163287,0.08006367567650247
28,0,1,1,1,1,0.046308379327366686,0.006666666666666666,0,0,0.11,0.01,0,0.01,-0.015040773968762739,0.08006367567650247
17,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.12,0.01,0.01,0,0,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.1,0.01,0.01,0.01,-0.015040773968762739,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.07,0,0,0.01,-0.015040773968762739,0.08853665428037451
28,0,1,1,1,1,0.03880532338336775,0.006666666666666666,0,0,0.11,0,0,0.01,-0.02197224577436219,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.12,0,0.01,0.01,0,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.08,0.01,0,0.01,-0.015040773968762739,0.08853665428037451
28,0,1,1,1,1,0.041828132102097085,0.01,0,0.01,0.12,0,0.01,0,-0.0025131442825233464,0.08853665428037451
17,0,1,1,1,1,0.044813061987657055,0.015,0,0,0.11,0,0,0.01,0,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.08,0,0.01,0,-0.0025131442825233464,0.06620073206530357
28,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.07,0.01,0.01,0.01,-0.0025131442825233464,0.06620073206530357
17,0,1,1,1,1,0.046308379327366686,0.01,0,0,0.08,0.01,0,0,0,0.07313220387090301
17,0,1,1,1,1,0.043431558602848884,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0,0.08006367567650247
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.08,0,0,0.01,-0.010986122887681098,0.08006367567650247
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.11,0,0.01,0,0,0.08006367567650247
17,0,1,1,1,1,0.044146148242670324,0.01,0,0.01,0.07,0.01,0,0.01,0,0.08853665428037451
27,0,1,1,1,1,0.021459312829486685,0.02,0,0.01,0.13,0,0.01,0,0,0.08853665428037451
28,0,1,1,1,1,0.021459312829486685,0.02,0,0.01,0.1,0,0.01,0.01,-0.015040773968762739,0.08853665428037451
28,0,1,1,1,1,0.021459312829486685,0.02,0,0.01,0.07,0,0.01,0.01,-0.015040773968762739,0.08853665428037451
27,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.08,0.01,0.01,0.01,-0.02197224577436219,0.08853665428037451
17,0,1,1,1,1,0.03880532338336775,0.01,0,0,0.1,0,0.01,0,0,0.03912023005428146
17,0,1,1,1,1,0.03880532338336775,0.01,0,0,0.08,0.01,0,0.01,0,0.03912023005428146
17,0,1,1,1,1,0.044146148242670324,0.015,0,0,0.13,0.01,0.01,0,0,0.09740968623038354
17,0,1,1,1,1,0.044146148242670324,0.015,0,0,0.11,0.01,0,0.01,0,0.09740968623038354
17,0,1,1,1,1,0.04091841432003982,0.01,0,0.01,0.1,0.01,0.01,0,0,0.08853665428037451
17,0,1,1,1,1,0.03991757973446999,0.02,0.01,0.01,0.11,0.01,0.01,0,-0.005877866648221189,0.08006367567650247
17,0,1,1,1,1,0.03991757973446999,0.02,0.01,0.01,0.07,0.01,0,0.01,-0.005877866648221189,0.08006367567650247
17,0,1,1,1,1,0.032445435716167786,0.015,0,0,0.12,0.01,0.01,0,-0.005877866648221189,0.07313220387090301
17,0,1,1,1,1,0.044146148242670324,0.01,0.01,0,0.07,0,0.01,0,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.015,0.01,0,0.12,0,0.01,0,0,0.07313220387090301
28,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.08,0,0.01,0,-0.005877866648221189,0.08006367567650247
17,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.1,0,0.01,0,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.09,0,0,0.01,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.03991757973446999,0.015,0,0,0.1,0,0.01,0.01,0,0.08853665428037451
17,0,1,1,1,1,0.043431558602848884,0.02,0,0.01,0.09,0,0.01,0,0,0.09740968623038354
17,0,1,1,1,1,0.03991757973446999,0.01,0,0,0.14,0,0.01,0,-0.0025131442825233464,0.03912023005428146
17,0,1,1,1,1,0.03991757973446999,0.01,0,0,0.1,0,0.01,0.01,-0.0025131442825233464,0.03912023005428146
17,0,1,1,1,1,0.03991757973446999,0.01,0,0,0.09,0,0.01,0.01,-0.0025131442825233464,0.03912023005428146
17,0,1,1,1,1,0.03991757973446999,0.01,0,0,0.07,0.01,0,0.01,-0.0025131442825233464,0.03912023005428146
28,0,1,1,1,1,0.043431558602848884,0.01,0,0.01,0.13,0,0.01,0.01,0,0.05703782474656201
27,0,1,1,1,1,0.044146148242670324,0.01,0,0.01,0.07,0.01,0.01,0,0,0.07313220387090301
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.11,0,0.01,0,-0.0011778303564388352,0.07313220387090301
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.07,0,0,0.01,-0.0025131442825233464,0.07313220387090301
17,0,1,1,1,1,0.03880532338336775,0.005,0,0,0.08,0,0,0,-0.005877866648221189,0.07313220387090301
28,0,1,1,1,1,0.044813061987657055,0.01,0,0,0.07,0.01,0.01,0,0,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.12,0.01,0,0,-0.005877866648221189,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.12,0.01,0.01,0,-0.005877866648221189,0.05703782474656201
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.08,0,0.01,0.01,-0.005877866648221189,0.05703782474656201
17,0,1,1,1,1,0.03755369195382769,0.015,0.01,0.01,0.12,0.01,0,0,0,0.07313220387090301
17,0,1,1,1,1,0.05072670685015709,0.013333333333333332,0,0,0.13,0.01,0,0,0,0.06620073206530357
28,0,1,1,1,1,0.0344521426707893,0.02,0,0.01,0.09,0.01,0.01,0.01,0,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.13,0,0,0.01,-0.005877866648221189,0.08853665428037451
27,0,1,1,1,1,0.041828132102097085,0.015,0,0,0.13,0.01,0,0,0,0.10308952660644292
17,0,1,1,1,1,0.03991757973446999,0.01,0,0.01,0.09,0.01,0,0.01,-0.010986122887681098,0.09740968623038354
27,0,1,1,1,1,0.05072670685015709,0.015,0,0.01,0.07,0,0,0.01,-0.010986122887681098,0.08853665428037451
27,0,1,1,1,1,0.05072670685015709,0.015,0,0.01,0.11,0,0.01,0,-0.010986122887681098,0.08853665428037451
28,0,1,1,1,1,0.01047318994280559,0,0,0.01,0.07,0,0.01,0,-0.0025131442825233464,0.09740968623038354
28,0,1,1,1,1,0.04091841432003982,0.01,0,0,0.12,0,0,0,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.044813061987657055,0.006666666666666666,0,0,0.13,0.01,0.01,0.01,0,0.06620073206530357
17,0,1,1,1,1,0.044813061987657055,0.006666666666666666,0,0,0.11,0.01,0,0.01,0,0.06620073206530357
17,0,1,1,1,1,0.0344521426707893,0.01,0,0,0.11,0,0.01,0,-0.015040773968762739,0.10308952660644292
17,0,1,1,1,1,0.0426619481914876,0.01,0,0,0.13,0,0.01,0.01,0,0.05703782474656201
17,0,1,1,1,1,0.0426619481914876,0.01,0,0,0.07,0,0,0.01,0,0.05703782474656201
17,0,1,1,1,1,0.046308379327366686,0.01,0,0,0.1,0,0,0,0,0.05703782474656201
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.1,0.01,0.01,0,-0.005877866648221189,0.07313220387090301
28,0,1,1,1,1,0.032445435716167786,0.005,0,0.01,0.12,0.01,0.01,0.01,-0.015040773968762739,0.08853665428037451
17,0,1,1,1,1,0.03991757973446999,0.01,0,0,0.1,0.01,0,0.01,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.09,0,0.01,0,-0.015040773968762739,0.07313220387090301
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.07,0.01,0.01,0.01,-0.015040773968762739,0.07313220387090301
28,0,1,1,1,1,0.029932291433358724,0,0.01,0,0.12,0,0,0.01,-0.0011778303564388352,0.08853665428037451
17,0,1,1,1,1,0.044146148242670324,0.01,0,0,0.07,0.01,0.01,0.01,-0.005877866648221189,0.08853665428037451
27,0,1,1,1,1,0.046308379327366686,0.01,0,0,0.12,0.01,0.01,0,0,0.06620073206530357
17,0,1,1,1,1,0.046308379327366686,0.01,0,0,0.1,0,0,0.01,0,0.06620073206530357
17,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.14,0,0,0,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.03991757973446999,0.01,0,0.01,0.09,0,0,0,-0.015040773968762739,0.08853665428037451
28,0,1,1,1,1,0.046308379327366686,0.015,0.01,0.01,0.07,0.01,0,0.01,-0.02197224577436219,0.08853665428037451
17,0,1,1,1,1,0.043431558602848884,0.013333333333333332,0,0,0.08,0.01,0,0.01,0,0.08853665428037451
28,0,1,1,1,1,0.041828132102097085,0.015,0,0,0.11,0,0.01,0,-0.005877866648221189,0.09740968623038354
28,0,1,1,1,1,0.036122683517420956,0.01,0,0.01,0.14,0,0.01,0,-0.015040773968762739,0.05703782474656201
28,0,1,1,1,1,0.026567569067146593,0.005,0,0,0.14,0,0.01,0,-0.005877866648221189,0.08853665428037451
27,0,1,1,1,1,0.026567569067146593,0.005,0,0,0.1,0.01,0.01,0.01,-0.015040773968762739,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.07,0.01,0.01,0,-0.010986122887681098,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.11,0.01,0,0.01,0,0.07313220387090301
27,0,1,1,1,1,0.043431558602848884,0.01,0,0,0.14,0,0.01,0,0,0.08853665428037451
28,0,1,1,1,1,0.046308379327366686,0.025,0,0,0.09,0,0,0,-0.006931471805599453,0.08853665428037451
17,0,1,1,1,1,0.04091841432003982,0.01,0,0,0.07,0,0.01,0,0,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.02,0,0,0.14,0.01,0,0,-0.015040773968762739,0.05703782474656201
17,0,1,1,1,1,0.046308379327366686,0.02,0,0,0.09,0,0,0,0,0.07313220387090301
17,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.12,0.01,0.01,0,-0.015040773968762739,0.09740968623038354
17,0,1,1,1,1,0.05072670685015709,0.015,0,0,0.07,0,0,0.01,-0.015040773968762739,0.09740968623038354
17,0,1,1,1,1,0.041828132102097085,0.01,0,0,0.1,0.01,0.01,0,-0.02197224577436219,0.08006367567650247
28,0,1,1,1,1,0.0344521426707893,0.006666666666666666,0,0,0.12,0.01,0,0.01,-0.008109302163163287,0.08853665428037451
28,0,1,1,1,1,0.044146148242670324,0.01,0,0,0.08,0,0.01,0,-0.006931471805599453,0.06620073206530357
27,0,1,1,1,1,0.0344521426707893,0.01,0,0,0.14,0.01,0.01,0,0,0.09740968623038354
17,0,1,1,1,1,0.05072670685015709,0.02,0,0.01,0.07,0.01,0.01,0,-0.0011778303564388352,0.09740968623038354
28,0,1,1,1,1,0.0344521426707893,0.02,0.01,0,0.14,0.01,0.01,0.01,-0.010986122887681098,0.09740968623038354
28,0,1,1,1,1,0.0344521426707893,0.02,0.01,0,0.12,0,0,0.01,-0.02197224577436219,0.09740968623038354
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.13,0,0,0,-0.005877866648221189,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.14,0,0.01,0,0,0.08006367567650247
28,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.14,0,0.01,0,0,0.08006367567650247
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.09,0.01,0.01,0.01,0,0.08006367567650247
17,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.07,0,0,0.01,0,0.08006367567650247
27,0,1,1,1,1,0.032445435716167786,0.006666666666666666,0,0,0.13,0.01,0.01,0.01,0,0.08853665428037451
27,0,1,1,1,1,0.032445435716167786,0.006666666666666666,0,0,0.12,0.01,0.01,0.01,-0.005877866648221189,0.08853665428037451
17,0,1,1,1,1,0.044146148242670324,0.01,0,0.01,0.11,0,0,0.01,0,0.08006367567650247
17,0,1,1,1,1,0.044146148242670324,0.01,0,0.01,0.13,0,0.01,0,0,0.08006367567650247
28,0,1,1,1,1,0.041828132102097085,0.01,0,0.01,0.11,0,0.01,0,0,0.08853665428037451
28,0,1,1,1,1,0.041828132102097085,0.01,0,0.01,0.09,0,0.01,0.01,0,0.08853665428037451
17,0,1,1,1,1,0.05072670685015709,0.02,0,0,0.07,0,0,0.01,0,0.07313220387090301
17,0,1,1,1,1,0.04091841432003982,0.01,0,0.01,0.13,0,0.01,0,0,0.05703782474656201
28,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.09,0.01,0.01,0,-0.015040773968762739,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.07,0,0.01,0.01,-0.015040773968762739,0.08853665428037451
17,0,1,1,1,1,0.029932291433358724,0.01,0.01,0.01,0.08,0.01,0.01,0,0,0.08853665428037451
17,0,1,1,1,1,0.029932291433358724,0.01,0.01,0.01,0.07,0,0.01,0.01,0,0.08853665428037451
27,0,1,1,1,1,0.05072670685015709,0.01,0,0,0.12,0,0,0.01,0,0.08853665428037451
28,0,1,1,1,1,0.05072670685015709,0.01,0,0.01,0.09,0,0.01,0,-0.010986122887681098,0.08006367567650247
17,0,1,1,1,1,0.03991757973446999,0.015,0,0,0.09,0,0.01,0.01,0,0.08006367567650247
17,0,1,1,1,1,0.03991757973446999,0.015,0,0,0.07,0,0,0.01,0,0.08006367567650247
17,0,1,1,1,1,0.029932291433358724,0.01,0,0.01,0.08,0.01,0.01,0,0,0.06620073206530357
17,0.01,1,1,1,1,0.03749504075930371,0.01,0,0.01,0.12,0.01,0.01,0,2.176149178151271e-4,0.09740968623038354
17,0.01,1,1,1,1,0.03749504075930371,0.01,0,0.01,0.09,0.01,0,0.01,-0.005638748448558062,0.09740968623038354
28,0.01,1,1,1,1,0.03749504075930371,0.01,0,0.01,0.13,0.01,0.01,0.01,-0.0062548853208613045,0.08006367567650247
28,0.01,1,1,1,1,0.016094379124341,0.005,0,0,0.13,0,0.01,0,0.0013453089295760606,0.08006367567650247
28,0.01,1,1,1,1,0.016094379124341,0.005,0,0,0.12,0.01,0.01,0.01,0.0013453089295760606,0.08006367567650247
28,0.01,1,1,1,1,0.016094379124341,0.005,0,0,0.11,0,0.01,0.01,-0.0025489224962879004,0.08006367567650247
28,0.01,1,1,1,1,0.016094379124341,0.005,0,0,0.09,0,0.01,0.01,-0.0025489224962879004,0.08006367567650247
28,0.01,1,1,1,1,0.016094379124341,0.005,0,0,0.09,0.01,0.01,0.01,-0.0025489224962879004,0.08006367567650247
17,0.01,1,1,1,1,0.034011973816621556,0.015,0,0,0.08,0.01,0.01,0,2.0782539182528413e-4,0.08853665428037451
17,0.01,1,1,1,1,0.04722953221644475,0.015,0,0,0.11,0,0.01,0,0.001231021971339834,0.06620073206530357
27,0.01,1,1,1,1,0.025257286443082557,0.01,0,0,0.11,0.01,0.01,0,3.052920503482279e-4,0.08006367567650247
27,0.01,1,1,1,1,0.025257286443082557,0.01,0,0,0.09,0.01,0.01,0.01,3.052920503482279e-4,0.08006367567650247
17,0.01,1,1,1,1,0.04923623917106626,0.01,0,0,0.08,0.01,0,0.01,-0.003581045367483269,0.09740968623038354
17,0.01,1,1,1,1,0.04722953221644475,0.01,0,0,0.1,0,0,0.01,-0.007550225842780328,0.08853665428037451
17,0.01,1,1,1,1,0.04471638793363569,0.01,0,0.01,0.1,0,0.01,0,0.001570037488096647,0.07313220387090301
27,0.01,1,1,1,1,0.04471638793363569,0.01,0,0.01,0.14,0.01,0.01,0.01,-7.024614936964467e-5,0.08006367567650247
27,0.01,1,1,1,1,0.04471638793363569,0.01,0,0.01,0.13,0.01,0.01,0.01,-7.024614936964467e-5,0.08006367567650247
17,0.01,1,1,1,1,0.029957322735539908,0.01,0,0.01,0.13,0,0.01,0,-1.0005003335835343e-5,0.08853665428037451
17,0.01,1,1,1,1,0.029957322735539908,0.01,0,0.01,0.12,0.01,0.01,0.01,0.0013278111123381838,0.08853665428037451
17,0.01,1,1,1,1,0.029957322735539908,0.01,0,0.01,0.14,0,0.01,0,-0.0026918748981561652,0.08006367567650247
17,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.07,0,0,0,-0.001839228381609285,0.06620073206530357
17,0.01,1,1,1,1,0.04471638793363569,0.01,0,0,0.09,0,0,0,7.881118042428985e-4,0.08006367567650247
18,0.01,1,1,1,1,0.04135166556742356,0.005,0,0,0.08,0.01,0,0,-0.002984060358147566,0.08006367567650247
18,0.01,1,1,1,1,0.04722953221644475,0.015,0,0.01,0.07,0,0.01,0,-0.008698843590599994,0.08006367567650247
17,0.01,1,1,1,1,0.034011973816621556,0.01,0,0,0.09,0,0.01,0.01,0.0019721016928770526,0.05703782474656201
28,0.01,1,1,1,1,0.04722953221644475,0.015,0,0,0.11,0,0.01,0,-0.01313043899380298,0.08853665428037451
17,0.01,1,1,1,1,0.029957322735539908,0.01,0,0,0.1,0,0,0,-0.0049265831981054175,0.08853665428037451
17,0.01,1,1,1,1,0.03749504075930371,0.01,0,0.01,0.13,0.01,0,0,-0.002344573112144831,0.07313220387090301
18,0.01,1,1,1,1,0.04923623917106626,0.015,0.01,0.01,0.07,0.01,0,0,-0.015186835491656362,0.09740968623038354
28,0.01,1,1,1,1,0.016094379124341,0.01,0.01,0.01,0.13,0,0,0,-0.013205066205818874,0.09740968623038354
18,0.01,1,1,1,1,0.04923623917106626,0.01,0,0,0.08,0.01,0,0,-0.012207799226423172,0.09740968623038354
28,0.01,1,1,1,1,0.016094379124341,0.01,0.01,0.01,0.12,0,0,0,-0.015232602161930479,0.08853665428037451
17,0.01,1,1,1,1,0.05639634988165727,0.01,0,0.01,0.07,0.01,0,0,-0.002757535015865071,0.08006367567650247
17,0.01,1,1,1,1,0.05639634988165727,0.02,0,0.01,0.1,0.01,0.01,0,-0.0021319322046104163,0.07313220387090301
27,0.01,1,1,1,1,0.04722953221644475,0.01,0,0,0.12,0,0.01,0,-0.0012216763397420753,0.08006367567650247
18,0.01,1,1,1,1,0.034011973816621556,0.01,0,0,0.07,0,0.01,0,-0.005727010274840782,0.03912023005428146
17,0.01,1,1,1,1,0.04135166556742356,0.015,0,0.01,0.11,0.01,0.01,0.01,0.0013278111123381838,0.08853665428037451
17,0.01,1,1,1,1,0.05164785973923514,0.01,0,0.01,0.1,0.01,0.01,0,-0.003652833184753326,0.07313220387090301
17,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.13,0,0.01,0,8.157998699242284e-4,0.05703782474656201
17,0.01,1,1,1,1,0.05639634988165727,0.01,0,0,0.13,0.01,0,0.01,-0.0049265831981054175,0.08853665428037451
17,0.01,1,1,1,1,0.03749504075930371,0.02,0,0,0.12,0.01,0.01,0,-0.00118783535989967,0.08006367567650247
17,0.01,1,1,1,1,0.03749504075930371,0.02,0,0,0.1,0,0,0.01,-0.00118783535989967,0.08006367567650247
18,0.01,1,1,1,1,0.05164785973923514,0.01,0,0.01,0.08,0.01,0.01,0.01,-0.0011541085151132772,0.07313220387090301
17,0.01,1,1,1,1,0.05639634988165727,0.02,0,0.01,0.14,0,0,0,0.001629688282781397,0.08853665428037451
17,0.01,1,1,1,1,0.04722953221644475,0.01,0,0,0.1,0.01,0,0.01,0.0011422114409002286,0.08853665428037451
17,0.01,1,1,1,1,0.04722953221644475,0.01,0,0,0.1,0.01,0,0.01,0.0011422114409002286,0.08853665428037451
17,0.01,1,1,1,1,0.04135166556742356,0.01,0,0,0.09,0,0.01,0,-3.3556783528842756e-4,0.08006367567650247
18,0.01,1,1,1,1,0.029957322735539908,0.01,0.01,0.01,0.08,0,0,0.01,-0.009675840262617056,0.05703782474656201
28,0.01,1,1,1,1,0.03749504075930371,0.015,0,0,0.11,0,0.01,0,-0.01152013065395225,0.03912023005428146
28,0.01,1,1,1,1,0.05639634988165727,0.01,0,0,0.13,0,0.01,0.01,7.325046173959274e-4,0.08853665428037451
17,0.01,1,1,1,1,0.04923623917106626,0.01,0,0,0.1,0,0.01,0,-0.004307829160924542,0.08006367567650247
17,0.01,1,1,1,1,0.04135166556742356,0.01,0,0.01,0.08,0,0.01,0,0.0019803085049913457,0.07313220387090301
18,0.01,1,1,1,1,0.05639634988165727,0.015,0,0.01,0.09,0,0.01,0,-0.0028103752973311236,0.08853665428037451
17,0.01,1,1,1,1,0.04722953221644475,0.01,0.01,0.01,0.11,0.01,0.01,0,-0.002070241694343265,0.05703782474656201
17,0.01,1,1,1,1,0.04722953221644475,0.01,0.01,0.01,0.09,0,0,0.01,-0.002070241694343265,0.05703782474656201
28,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.12,0,0.01,0,-0.0020825493882045904,0.08006367567650247
28,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.1,0.01,0,0.01,-0.0114570389620196,0.08006367567650247
17,0.01,1,1,1,1,0.04722953221644475,0,0,0,0.08,0,0,0,-0.012837377727947985,0.08853665428037451
28,0.01,1,1,1,1,0.05639634988165727,0.005,0,0.01,0.12,0.01,0,0,-2.0020026706730792e-5,0.08853665428037451
28,0.01,1,1,1,1,0.05639634988165727,0.005,0,0.01,0.12,0.01,0,0,-2.0020026706730792e-5,0.08853665428037451
18,0.01,1,1,1,1,0.04471638793363569,0.005,0,0,0.08,0,0.01,0,-0.008818893051568227,0.06620073206530357
17,0.01,1,1,1,1,0.034011973816621556,0.01,0,0.01,0.08,0,0.01,0,-7.042246429654581e-4,0.07313220387090301
17,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.1,0,0,0.01,0.0020701416938432612,0.08853665428037451
28,0.01,1,1,1,1,0.034011973816621556,0.015,0,0,0.12,0.01,0.01,0,-0.002231435513142097,0.08006367567650247
28,0.01,1,1,1,1,0.05639634988165727,0.01,0,0,0.11,0.01,0.01,0,-0.007852624694677509,0.08006367567650247
27,0.01,1,1,1,1,0.016094379124341,0.006666666666666666,0,0.01,0.14,0.01,0,0,0.0021752781252857415,0.08853665428037451
17,0.01,1,1,1,1,0.04471638793363569,0.01,0,0,0.08,0.01,0.01,0,-0.004877603508349946,0.08006367567650247
28,0.01,1,1,1,1,0.03749504075930371,0.015,0,0,0.09,0.01,0,0.01,-0.0033547273628812945,0.07313220387090301
28,0.01,1,1,1,1,0.03749504075930371,0.015,0,0,0.1,0,0.01,0.01,-0.0033547273628812945,0.07313220387090301
17,0.01,1,1,1,1,0.03749504075930371,0.015,0,0,0.1,0,0,0,-0.00118783535989967,0.09740968623038354
17,0.01,1,1,1,1,0.04135166556742356,0.015,0,0.01,0.11,0.01,0,0.01,-3.770186718401153e-4,0.08006367567650247
17,0.01,1,1,1,1,0.04471638793363569,0.01,0,0,0.14,0.01,0.01,0,0.0018564934688662927,0.08853665428037451
18,0.01,1,1,1,1,0.04471638793363569,0.01,0.01,0,0.09,0,0,0.01,-0.0017793120849266177,0.08006367567650247
28,0.01,1,1,1,1,0.05164785973923514,0.013333333333333332,0,0,0.14,0,0.01,0,-0.008533159327127665,0.07313220387090301
27,0.01,1,1,1,1,0.05164785973923514,0.013333333333333332,0,0,0.11,0,0,0.01,7.603468627599757e-4,0.07313220387090301
27,0.01,1,1,1,1,0.05164785973923514,0.015,0,0,0.08,0,0,0.01,0.001881379421153945,0.05703782474656201
17,0.01,1,1,1,1,0.05639634988165727,0.01,0,0.01,0.08,0.01,0.01,0,7.881118042428985e-4,0.08006367567650247
17,0.01,1,1,1,1,0.03749504075930371,0.003333333333333333,0,0,0.1,0.01,0,0.01,-0.005656338602609858,0.08006367567650247
18,0.01,1,1,1,1,0.016094379124341,0.01,0,0.01,0.08,0.01,0,0.01,-0.012873544132649871,0.08853665428037451
28,0.01,1,1,1,1,0.034011973816621556,0.01,0,0,0.14,0,0,0.01,-0.007277386253295643,0.10308952660644292
17,0.01,1,1,1,1,0.05639634988165727,0.01,0,0.01,0.07,0,0,0,0.001688985364618139,0.08853665428037451
28,0.01,1,1,1,1,0.04135166556742356,0.01,0,0.01,0.12,0,0.01,0,-0.0067334455326376564,0.08853665428037451
28,0.01,1,1,1,1,0.04135166556742356,0.01,0,0.01,0.1,0.01,0,0.01,-0.0067334455326376564,0.08853665428037451
17,0.01,1,1,1,1,0.05639634988165727,0.02,0,0,0.13,0,0.01,0,-0.008651224452997557,0.08853665428037451
17,0.01,1,1,1,1,0.029957322735539908,0.003333333333333333,0.01,0.01,0.14,0,0,0,0.0020130685670503535,0.06620073206530357
17,0.01,1,1,1,1,0.05639634988165727,0.01,0,0,0.1,0.01,0,0.01,-3.0045090202987242e-5,0.08006367567650247
17,0.01,1,1,1,1,0.03749504075930371,0.01,0,0.01,0.09,0.01,0,0,-0.0012103832837705609,0.08006367567650247
18,0.01,1,1,1,1,0.04471638793363569,0.01,0,0,0.07,0,0,0,-0.0033407511202149147,0.08853665428037451
17,0.01,1,1,1,1,0.016094379124341,0,0,0.01,0.08,0.01,0.01,0,-0.001960148839259572,0.08006367567650247
17,0.01,1,1,1,1,0.03749504075930371,0.01,0.01,0,0.1,0,0,0,-0.003841929728326246,0.07313220387090301
17,0.01,1,1,1,1,0.016094379124341,0.01,0,0.01,0.08,0.01,0.01,0.01,4.305948946044701e-4,0.09740968623038354
17,0.01,1,1,1,1,0.04923623917106626,0.01,0,0,0.12,0,0.01,0,-0.0019116050546115905,0.08006367567650247
18,0.01,1,1,1,1,0.03749504075930371,0.01,0,0.01,0.14,0.01,0.01,0,-0.027333680090865,0.03912023005428146
17,0.01,1,1,1,1,0.04722953221644475,0.01,0,0,0.08,0,0.01,0,-0.001660545843300827,0.06620073206530357
18,0.01,1,1,1,1,0.04471638793363569,0.01,0.01,0,0.1,0.01,0.01,0.01,-0.0027049724769768,0.09740968623038354
17,0.01,1,1,1,1,0.04471638793363569,0.02,0,0,0.1,0.01,0,0.01,-0.002070241694343265,0.08006367567650247
17,0.01,1,1,1,1,0.04135166556742356,0.0075,0.01,0.01,0.12,0,0.01,0,-0.002206466711156225,0.07313220387090301
17,0.01,1,1,1,1,0.04135166556742356,0.0075,0.01,0.01,0.11,0.01,0.01,0.01,-0.002206466711156225,0.07313220387090301
28,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.13,0.01,0,0.01,-0.004369557751995352,0.08853665428037451
28,0.01,1,1,1,1,0.05164785973923514,0.01,0,0,0.13,0,0,0.01,-0.004369557751995352,0.08853665428037451
27,0.01,1,1,1,1,0.04923623917106626,0.01,0,0,0.07,0,0.01,0,-0.009137938516755678,0.08853665428037451
17,0.01,1,1,1,1,0.05639634988165727,0.01,0,0,0.08,0.01,0,0.01,0.0016126814759612233,0.08006367567650247
28,0.01,1,1,1,1,0.034011973816621556,0.01,0,0,0.14,0.01,0,0.01,-0.02551046452292545,0.08853665428037451
17,0.01,1,1,1,1,0.04135166556742356,0.01,0,0,0.11,0.01,0.01,0,-0.00983499481567605,0.07313220387090301
17,0.01,1,1,1,1,0.04135166556742356,0.01,0,0,0.08,0.01,0,0.01,-0.00983499481567605,0.07313220387090301
