mode,ind,mode_ind,income_k,log_income_k,veh_per_driver,n_adults,non_work_mom,non_work_dad,age,female,has_lil_sib,has_big_sib,distance,log_distance,density,log_density,av_motor,av_active,av_with_parent,av_no_parent,has_big_sib_scaled,has_lil_sib_scaled,log_density_scaled,log_income_k_scaled,non_work_dad_scaled,veh_per_driver_scaled
8,20,28,42.5,3.7495040759303713,1,1,0,0,11,1,0,0,0.320191,-1.1388375862473985,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.03749504075930371,0,0.01
7,10,17,42.5,3.7495040759303713,1,1,0,0,13,1,0,1,1.649225,0.5003054806006176,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.03749504075930371,0,0.01
8,20,28,42.5,3.7495040759303713,1,1,0,0,14,0,1,0,1.70554,0.5338817761342219,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.03749504075930371,0,0.01
8,20,28,42.5,3.7495040759303713,1,1,0,0,12,0,0,0,0.62751,-0.4659956718481988,6563.706563706564,8.789310747326907,1,1,1,1,0,0,0.8789310747326906,0.03749504075930371,0,0.01
8,20,28,112.5,4.722953221644475,2,1,0,0,10,0,1,0,0.870469,-0.13872313212540932,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04722953221644475,0,0.02
7,10,17,62.5,4.135166556742356,1,1,0,0,10,1,0,0,1.441664,0.36579800200303964,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.04135166556742356,0,0.01
8,20,28,30,3.4011973816621555,1,1,0,0,7,1,0,1,0.555105,-0.58859799394053125,2702.702702702703,7.902007552326004,1,1,1,1,0.01,0,0.7902007552326004,0.034011973816621556,0,0.01
7,10,17,42.5,3.7495040759303713,1,1,0,0,9,0,0,0,1.079639,0.07662672599979091,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.03749504075930371,0,0.01
7,10,17,87.5,4.471638793363569,1,1,0,0,11,0,1,0,1.604173,0.47260835898994746,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04471638793363569,0,0.01
8,20,28,5,1.6094379124341003,0,2,1,1,11,0,0,0,1.203532,0.1852605670025864,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.016094379124341,0.1,0
7,10,17,30,3.4011973816621555,1,1,0,0,10,1,0,0,1.67336,0.5148335811635274,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.034011973816621556,0,0.01
7,10,17,30,3.4011973816621555,1,1,0,0,12,0,0,0,0.640382,-0.44569040568745316,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.034011973816621556,0,0.01
7,10,17,87.5,4.471638793363569,1,1,0,0,10,0,1,0,0.778756,-0.2500575042552592,115.83011583011583,4.7521245989447545,1,1,1,1,0,0.1,0.47521245989447547,0.04471638793363569,0,0.01
7,10,17,87.5,4.471638793363569,1,1,0,0,10,0,1,0,1.6427889999999998,0.4963954071927746,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04471638793363569,0,0.01
7,10,17,30,3.4011973816621555,1,1,0,1,14,0,1,0,1.1279089999999998,0.12036547606269904,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.034011973816621556,0.1,0.01
7,20,27,112.5,4.722953221644475,1,1,0,0,9,0,0,0,0.725659,-0.3206750714692125,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04722953221644475,0,0.01
7,10,17,20,2.995732273553991,1,1,0,0,13,0,0,0,1.2727190000000002,0.2411555567957631,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.029957322735539908,0,0.01
7,10,17,5,1.6094379124341003,1,1,1,0,8,0,1,0,0.9605729999999999,-0.040225297579288916,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.016094379124341,0,0.01
7,10,17,137.5,4.923623917106626,1,3,1,0,7,1,1,0,1.280764,0.24745677487249212,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04923623917106626,0,0.01
8,10,18,62.5,4.135166556742356,1,1,1,0,9,1,0,0,0.699915,-0.3567963798832069,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04135166556742356,0,0.01
7,10,17,42.5,3.7495040759303713,1,1,0,0,9,0,0,0,1.19066,0.17450777522632457,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.03749504075930371,0,0.01
7,10,17,62.5,4.135166556742356,1,1,0,0,10,1,0,0,0.9058669999999999,-0.09886278283220067,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04135166556742356,0,0.01
7,20,27,42.5,3.7495040759303713,2,1,0,0,13,0,0,0,1.028151,0.027762043405643946,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.03749504075930371,0,0.02
7,10,17,112.5,4.722953221644475,1,1,0,0,7,0,0,0,0.82059,-0.1977316852535194,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04722953221644475,0,0.01
7,10,17,42.5,3.7495040759303713,2.5,2,0,0,12,1,1,0,1.6653149999999999,0.5100142947275785,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.03749504075930371,0,0.025
8,20,28,87.5,4.471638793363569,2,1,0,0,12,0,1,0,0.735313,-0.3074590200776862,6563.706563706564,8.789310747326907,1,1,1,1,0,0.1,0.8789310747326906,0.04471638793363569,0,0.02
8,20,28,20,2.995732273553991,1,1,0,0,8,0,0,0,0.320191,-1.1388375862473985,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.029957322735539908,0,0.01
7,10,17,42.5,3.7495040759303713,1,1,1,0,14,0,1,0,1.916319,0.6504061583834093,115.83011583011583,4.7521245989447545,1,1,1,1,0,0.1,0.47521245989447547,0.03749504075930371,0,0.01
7,10,17,42.5,3.7495040759303713,2,1,0,0,12,1,1,0,1.407875,0.34208147538572353,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.03749504075930371,0,0.02
7,10,17,20,2.995732273553991,1,1,1,0,11,1,0,0,1.007234,0.007207960128207594,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.029957322735539908,0,0.01
8,20,28,5,1.6094379124341003,0,1,0,0,13,0,1,0,1.385349,0.32595209345583986,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.016094379124341,0,0
8,10,18,5,1.6094379124341003,0,1,1,0,9,1,0,0,0.577631,-0.5488200224836121,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.016094379124341,0,0
7,10,17,5,1.6094379124341003,1,1,0,0,10,0,0,0,1.19066,0.17450777522632457,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.016094379124341,0,0.01
7,10,17,30,3.4011973816621555,2,1,0,0,14,0,0,0,0.580849,-0.54326445263901,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.034011973816621556,0,0.02
8,10,18,62.5,4.135166556742356,1,1,0,0,12,1,0,0,1.393394,0.33174249759054425,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04135166556742356,0,0.01
7,20,27,30,3.4011973816621555,1,1,0,0,7,0,1,0,1.427183,0.3557025713376887,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.034011973816621556,0,0.01
7,10,17,30,3.4011973816621555,1,1,0,0,13,1,0,1,0.735313,-0.3074590200776862,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.034011973816621556,0,0.01
7,10,17,62.5,4.135166556742356,1,1,0,0,8,0,0,0,1.172961,0.15953132103676718,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.04135166556742356,0,0.01
7,10,17,42.5,3.7495040759303713,1,1,0,0,13,0,0,0,1.822997,0.6004818500561154,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.03749504075930371,0,0.01
7,20,27,42.5,3.7495040759303713,2,1,0,0,8,1,1,0,1.5655569999999999,0.44824167121411407,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.03749504075930371,0,0.02
7,10,17,30,3.4011973816621555,1,1,0,0,8,1,1,0,1.618654,0.48159493968779366,115.83011583011583,4.7521245989447545,1,1,1,1,0,0.1,0.47521245989447547,0.034011973816621556,0,0.01
8,20,28,42.5,3.7495040759303713,1,1,0,0,12,1,0,0,1.283982,0.24996618647791785,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.03749504075930371,0,0.01
7,10,17,175,5.1647859739235145,1,1,0,0,9,0,1,0,1.30329,0.2648918366945936,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05164785973923514,0,0.01
7,10,17,5,1.6094379124341003,1,1,0,0,12,1,1,0,1.02976,0.029325765381826654,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.016094379124341,0,0.01
7,10,17,62.5,4.135166556742356,1,1,0,0,8,0,0,0,0.704742,-0.3499235005954448,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04135166556742356,0,0.01
8,20,28,87.5,4.471638793363569,3,1,0,0,14,0,0,0,1.922755,0.6537590533937201,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.04471638793363569,0,0.03
7,10,17,20,2.995732273553991,1,1,0,0,14,1,0,0,1.5414219999999998,0.43270536699896955,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.029957322735539908,0,0.01
7,20,27,30,3.4011973816621555,2,1,0,0,9,1,1,0,1.1134279999999999,0.10744354464577854,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.034011973816621556,0,0.02
8,20,28,20,2.995732273553991,1,1,0,0,10,0,1,0,0.8913860000000001,-0.11497772422460695,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.029957322735539908,0,0.01
8,10,18,5,1.6094379124341003,0,1,1,0,9,1,0,1,1.0973380000000001,0.09288724687157134,2702.702702702703,7.902007552326004,1,1,1,1,0.01,0,0.7902007552326004,0.016094379124341,0,0
7,10,17,62.5,4.135166556742356,1,1,0,0,14,1,0,0,1.813343,0.5951721030678854,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04135166556742356,0,0.01
7,10,17,62.5,4.135166556742356,2,1,0,0,10,0,1,0,1.2373210000000001,0.21294855853375316,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04135166556742356,0,0.02
7,10,17,42.5,3.7495040759303713,12,1,0,0,11,0,0,0,1.469017,0.3845934696230776,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.03749504075930371,0,0.12
7,10,17,30,3.4011973816621555,1,1,0,0,11,1,1,0,1.604173,0.47260835898994746,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.034011973816621556,0,0.01
8,20,28,5,1.6094379124341003,0,1,1,0,13,1,0,0,0.754621,-0.28153964252561153,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.016094379124341,0,0
8,20,28,250,5.521460917862246,1,1,0,0,12,0,0,0,1.5655569999999999,0.44824167121411407,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0,0.01
8,10,18,12.5,2.5257286443082556,0,1,1,0,11,0,1,0,0.534188,-0.6270074420554024,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.025257286443082557,0,0
7,10,17,137.5,4.923623917106626,1,1,0,0,10,1,1,0,1.374086,0.3177887828166789,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04923623917106626,0,0.01
7,20,27,30,3.4011973816621555,1,1,0,0,7,0,1,0,1.4481,0.3702523523524198,19.305019305019307,2.9603651297167,1,1,1,1,0,0.1,0.29603651297167,0.034011973816621556,0,0.01
8,20,28,137.5,4.923623917106626,1,1,0,0,12,0,1,0,1.446491,0.36914062349972937,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.04923623917106626,0,0.01
7,10,17,112.5,4.722953221644475,1,1,0,0,9,0,0,0,1.67336,0.5148335811635274,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04722953221644475,0,0.01
7,10,17,30,3.4011973816621555,1,1,1,0,7,0,0,0,1.330643,0.28566228405180044,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.034011973816621556,0,0.01
7,10,17,42.5,3.7495040759303713,2,2,1,0,8,1,0,1,0.9718359999999999,-0.02856821303707603,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.03749504075930371,0,0.02
7,10,17,30,3.4011973816621555,1,3,0,1,10,1,0,0,1.993551,0.6899174706572516,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.034011973816621556,0.1,0.01
7,10,17,20,2.995732273553991,2,1,0,0,9,1,0,0,1.982288,0.6842517331215742,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.029957322735539908,0,0.02
7,10,17,42.5,3.7495040759303713,1,1,0,0,10,1,1,0,0.754621,-0.28153964252561153,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.03749504075930371,0,0.01
7,10,17,20,2.995732273553991,1,1,0,0,8,0,0,0,0.968618,-0.03188496566306988,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.029957322735539908,0,0.01
7,10,17,62.5,4.135166556742356,1,1,0,1,7,0,0,0,1.024933,0.024627244600272543,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.04135166556742356,0.1,0.01
7,10,17,137.5,4.923623917106626,1,1,0,0,8,0,0,0,1.404657,0.33979314486771134,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04923623917106626,0,0.01
