mode,ind,mode_ind,income_k,log_income_k,veh_per_driver,n_adults,non_work_mom,non_work_dad,age,female,has_lil_sib,has_big_sib,distance,log_distance,density,log_density,av_motor,av_active,av_with_parent,av_no_parent,has_big_sib_scaled,has_lil_sib_scaled,log_density_scaled,log_income_k_scaled,non_work_dad_scaled,veh_per_driver_scaled
8,10,18,175,5.1647859739235145,1,2,0,0,7,1,0,0,0.500399,-0.6923494987926567,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.05164785973923514,0,0.01
7,10,17,175,5.1647859739235145,1.5,2,0,0,8,1,1,0,0.69187,-0.3683572022842828,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05164785973923514,0,0.015
8,10,18,42.5,3.7495040759303713,0.5,2,1,0,9,0,1,0,0.40225,-0.9106814931096445,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.03749504075930371,0,0.005
7,10,17,30,3.4011973816621555,1.5,2,1,0,14,0,0,0,1.571993,0.45234424107089183,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.034011973816621556,0,0.015
7,10,17,5,1.6094379124341003,3,2,0,0,13,1,0,0,1.02976,0.029325765381826654,6563.706563706564,8.789310747326907,1,1,1,1,0,0,0.8789310747326906,0.016094379124341,0,0.03
8,10,18,175,5.1647859739235145,1,2,1,0,8,1,1,0,0.366852,-1.0027967820174502,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05164785973923514,0,0.01
8,10,18,175,5.1647859739235145,1,2,1,0,10,1,1,0,0.505226,-0.6827494250636377,6563.706563706564,8.789310747326907,1,1,1,1,0,0.1,0.8789310747326906,0.05164785973923514,0,0.01
8,20,28,87.5,4.471638793363569,1,2,0,0,11,0,0,0,0.571195,-0.5600246214964751,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.04471638793363569,0,0.01
7,10,17,175,5.1647859739235145,1,2,0,0,7,0,0,0,1.7119760000000002,0.5376482589296989,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.05164785973923514,0,0.01
7,10,17,42.5,3.7495040759303713,1,2,0,0,10,1,1,0,1.105383,0.10019188125045844,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.03749504075930371,0,0.01
8,10,18,62.5,4.135166556742356,1.5,2,1,0,9,0,1,0,0.598548,-0.5132485566987444,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0,0.015
7,10,17,137.5,4.923623917106626,1,2,1,0,14,0,1,0,1.993551,0.6899174706572516,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04923623917106626,0,0.01
7,10,17,250,5.521460917862246,1,2,0,1,10,0,0,0,1.942063,0.6637508101256406,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0.1,0.01
8,10,18,112.5,4.722953221644475,1,2,0,0,10,0,1,0,0.732095,-0.3118449920209404,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04722953221644475,0,0.01
7,10,17,250,5.521460917862246,1,2,0,0,9,1,1,0,1.288809,0.2537185360964684,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,62.5,4.135166556742356,1,2,0,0,13,1,1,0,1.972634,0.6793697055242658,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0,0.01
8,20,28,30,3.4011973816621555,1,2,0,0,11,0,0,0,1.172961,0.15953132103676718,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.034011973816621556,0,0.01
8,20,28,175,5.1647859739235145,1.5,2,0,0,12,0,1,0,1.99516,0.6907242476271916,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05164785973923514,0,0.015
7,10,17,30,3.4011973816621555,1,2,1,0,10,0,0,0,1.119864,0.11320724936252873,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.034011973816621556,0,0.01
7,10,17,30,3.4011973816621555,2,1,0,0,13,1,1,1,1.3129439999999999,0.27227194399221605,289.5752895752896,5.66841533081891,1,1,1,1,0.01,0.1,0.566841533081891,0.034011973816621556,0,0.02
7,10,17,137.5,4.923623917106626,1,2,0,1,9,0,1,0,1.346733,0.2976816595175844,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04923623917106626,0.1,0.01
7,10,17,137.5,4.923623917106626,1,2,0,1,9,1,0,0,1.46419,0.3813021885390049,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04923623917106626,0.1,0.01
7,10,17,137.5,4.923623917106626,1,2,0,0,8,0,1,0,0.790019,-0.2356982831773703,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04923623917106626,0,0.01
8,20,28,62.5,4.135166556742356,1,2,0,1,14,1,0,0,0.390987,-0.9390809676313425,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04135166556742356,0.1,0.01
7,10,17,250,5.521460917862246,1,2,0,0,9,0,1,0,1.460972,0.37910196762940235,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,42.5,3.7495040759303713,2,2,0,0,12,0,1,0,1.575211,0.45438923155861943,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.03749504075930371,0,0.02
8,20,28,20,2.995732273553991,0.5,2,0,0,13,0,1,0,1.063549,0.06161142887979546,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.029957322735539908,0,0.005
7,10,17,62.5,4.135166556742356,1,2,0,0,8,0,0,0,0.43121200000000004,-0.8411554304610341,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04135166556742356,0,0.01
8,10,18,137.5,4.923623917106626,2,2,0,0,8,1,1,0,1.306508,0.26735792918978707,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04923623917106626,0,0.02
7,10,17,62.5,4.135166556742356,1,2,0,0,8,1,0,0,1.942063,0.6637508101256406,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04135166556742356,0,0.01
7,10,17,62.5,4.135166556742356,1,2,1,0,12,0,1,0,0.8447250000000001,-0.16874414838026708,115.83011583011583,4.7521245989447545,1,1,1,1,0,0.1,0.47521245989447547,0.04135166556742356,0,0.01
7,10,17,62.5,4.135166556742356,1.5,2,0,0,8,0,0,0,0.41834,-0.8714607799563632,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04135166556742356,0,0.015
8,10,18,42.5,3.7495040759303713,1,2,0,0,9,1,0,1,1.171352,0.15815863722479503,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.03749504075930371,0,0.01
7,10,17,62.5,4.135166556742356,1,3,1,0,8,1,1,0,1.345124,0.29648620211281074,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0,0.01
8,20,28,137.5,4.923623917106626,1,2,0,0,11,1,1,0,0.32823599999999997,-1.1140224171276747,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04923623917106626,0,0.01
7,10,17,137.5,4.923623917106626,1,2,1,0,7,1,1,0,1.5526849999999999,0.43998569036709495,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.04923623917106626,0,0.01
7,10,17,62.5,4.135166556742356,1,2,0,1,8,1,0,0,1.8085160000000002,0.5925066194817457,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04135166556742356,0.1,0.01
8,10,18,137.5,4.923623917106626,0.6666666666666666,3,1,0,7,1,1,0,1.15848,0.14710880103821006,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04923623917106626,0,0.006666666666666666
8,20,28,175,5.1647859739235145,1.5,2,0,0,12,0,0,0,1.3258159999999999,0.28202811893758073,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.05164785973923514,0,0.015
8,10,18,112.5,4.722953221644475,1,2,0,0,10,1,1,0,0.8752960000000001,-0.13319316411594817,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04722953221644475,0,0.01
8,10,18,20,2.995732273553991,1,2,1,0,8,0,1,0,0.349153,-1.0522450574314313,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.029957322735539908,0,0.01
8,20,28,62.5,4.135166556742356,1,2,0,0,10,1,1,0,0.516489,-0.6607012878418751,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04135166556742356,0,0.01
8,10,18,62.5,4.135166556742356,0.5,2,1,1,9,0,1,0,0.617856,-0.4814998583841641,6563.706563706564,8.789310747326907,1,1,1,1,0,0.1,0.8789310747326906,0.04135166556742356,0.1,0.005
8,20,28,42.5,3.7495040759303713,1,1,0,0,11,1,0,1,1.1375629999999999,0.12888825492468176,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.03749504075930371,0,0.01
7,10,17,20,2.995732273553991,1,2,0,0,7,1,0,0,1.8696579999999998,0.6257555264399656,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.029957322735539908,0,0.01
7,10,17,250,5.521460917862246,1,2,0,0,11,1,0,0,1.108601,0.10309886004176763,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,20,2.995732273553991,1,2,1,0,12,0,1,0,1.8954019999999998,0.639430953239641,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.029957322735539908,0,0.01
7,10,17,250,5.521460917862246,1,2,0,0,10,1,1,0,1.044241,0.04329030573219907,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,175,5.1647859739235145,1,2,1,0,8,0,1,0,1.275937,0.24368081066295716,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.05164785973923514,0,0.01
7,10,17,250,5.521460917862246,2,2,1,0,9,1,1,0,1.814952,0.5960590210861133,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05521460917862246,0,0.02
7,10,17,137.5,4.923623917106626,1,2,0,0,8,1,0,0,0.46339199999999997,-0.769181930835945,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.04923623917106626,0,0.01
8,20,28,112.5,4.722953221644475,2,1,0,0,8,0,0,1,0.870469,-0.13872313212540932,2702.702702702703,7.902007552326004,1,1,1,1,0.01,0,0.7902007552326004,0.04722953221644475,0,0.02
8,20,28,112.5,4.722953221644475,1,2,0,0,14,0,1,0,1.771509,0.5718317257507891,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04722953221644475,0,0.01
7,10,17,30,3.4011973816621555,1,2,1,1,12,0,0,0,1.6910589999999999,0.5253549599050602,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.034011973816621556,0.1,0.01
8,10,18,62.5,4.135166556742356,1,2,1,0,7,1,1,0,0.75623,-0.27940971626778666,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0,0.01
7,10,17,175,5.1647859739235145,1,2,0,0,7,0,1,0,1.359605,0.30719421638528294,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.05164785973923514,0,0.01
8,20,28,62.5,4.135166556742356,1,2,1,0,9,0,1,0,0.186644,-1.6785522198655263,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04135166556742356,0,0.01
7,10,17,137.5,4.923623917106626,0.5,2,1,0,10,1,1,0,1.839087,0.6092692528229197,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04923623917106626,0,0.005
7,10,17,250,5.521460917862246,1,2,0,0,10,1,0,0,0.944483,-0.057117591143794486,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,87.5,4.471638793363569,1.3333333333333333,4,1,0,14,1,0,0,1.48028,0.3922312590711951,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04471638793363569,0,0.013333333333333332
7,10,17,250,5.521460917862246,1,2,0,0,9,1,0,0,1.404657,0.33979314486771134,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0,0.01
8,20,28,87.5,4.471638793363569,1,1,0,0,13,1,0,1,0.8045,-0.21753431254969915,2702.702702702703,7.902007552326004,1,1,1,1,0.01,0,0.7902007552326004,0.04471638793363569,0,0.01
8,20,28,42.5,3.7495040759303713,1,2,0,0,9,0,0,0,0.28157499999999996,-1.267356437048377,19.305019305019307,2.9603651297167,1,1,1,1,0,0,0.29603651297167,0.03749504075930371,0,0.01
7,10,17,87.5,4.471638793363569,1,1,0,0,10,1,1,1,1.604173,0.47260835898994746,2702.702702702703,7.902007552326004,1,1,1,1,0.01,0.1,0.7902007552326004,0.04471638793363569,0,0.01
8,20,28,137.5,4.923623917106626,1,2,0,0,14,0,1,0,1.6894500000000001,0.5244030321796782,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04923623917106626,0,0.01
7,10,17,87.5,4.471638793363569,1,2,1,0,8,1,0,1,1.6781869999999999,0.5177140440288814,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.04471638793363569,0,0.01
8,20,28,62.5,4.135166556742356,1,2,1,0,8,0,1,0,0.37489700000000004,-0.9811039574061903,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04135166556742356,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,10,0,0,0,0.810936,-0.20956614290052228,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04722953221644475,0,0.01
7,10,17,30,3.4011973816621555,1,2,1,0,10,1,0,0,1.684623,0.5215417998986459,289.5752895752896,5.66841533081891,1,1,1,1,0,0,0.566841533081891,0.034011973816621556,0,0.01
8,10,18,62.5,4.135166556742356,1,2,1,0,7,1,1,0,0.45052000000000003,-0.7973528078026412,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04135166556742356,0,0.01
7,10,17,87.5,4.471638793363569,0.5,2,0,0,9,1,1,0,1.3274249999999999,0.28324097536278997,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04471638793363569,0,0.005
8,20,28,42.5,3.7495040759303713,1,2,1,1,14,0,1,0,1.9903330000000001,0.6883019614205971,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.03749504075930371,0.1,0.01
8,20,28,112.5,4.722953221644475,1,2,0,0,10,0,0,0,0.33788999999999997,-1.0850348802544223,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.04722953221644475,0,0.01
7,10,17,30,3.4011973816621555,1,2,1,0,10,0,0,0,1.568775,0.4502950600259563,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.034011973816621556,0,0.01
7,10,17,112.5,4.722953221644475,1,2,1,0,10,1,1,0,0.8045,-0.21753431254969915,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04722953221644475,0,0.01
8,10,18,87.5,4.471638793363569,1,2,1,0,7,0,1,0,0.6436000000000001,-0.44067786386390884,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04471638793363569,0,0.01
8,20,28,87.5,4.471638793363569,1.5,2,0,0,11,0,0,0,0.5180980000000001,-0.6575908654274825,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04471638793363569,0,0.015
8,10,18,175,5.1647859739235145,1,2,0,0,11,0,1,0,0.629119,-0.46343485098652515,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05164785973923514,0,0.01
7,10,17,250,5.521460917862246,1,2,0,0,10,1,1,0,2.0096410000000002,0.697956099153687,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.05521460917862246,0,0.01
7,10,17,137.5,4.923623917106626,1.5,3,1,1,14,0,0,0,0.506835,-0.6795697721462578,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04923623917106626,0.1,0.015
7,10,17,250,5.521460917862246,1,2,1,0,7,0,0,0,1.218013,0.1972208424655579,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.05521460917862246,0,0.01
7,10,17,87.5,4.471638793363569,2,2,0,1,9,0,1,0,1.346733,0.2976816595175844,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.04471638793363569,0.1,0.02
8,20,28,250,5.521460917862246,1,2,1,0,14,0,1,0,1.7731180000000002,0.572739578740969,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05521460917862246,0,0.01
7,10,17,87.5,4.471638793363569,1,2,0,0,9,0,0,0,0.508444,-0.6764001973849788,115.83011583011583,4.7521245989447545,1,1,1,1,0,0,0.47521245989447547,0.04471638793363569,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,14,1,1,0,1.7892080000000001,0.5817730638386369,115.83011583011583,4.7521245989447545,1,1,1,1,0,0.1,0.47521245989447547,0.04722953221644475,0,0.01
7,10,17,250,5.521460917862246,1,2,0,0,9,1,1,0,1.794035,0.5844672729223283,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,42.5,3.7495040759303713,1.5,2,0,0,10,0,1,0,1.631526,0.4895157731792376,19.305019305019307,2.9603651297167,1,1,1,1,0,0.1,0.29603651297167,0.03749504075930371,0,0.015
7,10,17,12.5,2.5257286443082556,1,2,0,0,8,1,0,0,1.427183,0.3557025713376887,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.025257286443082557,0,0.01
7,10,17,87.5,4.471638793363569,1,2,0,0,11,0,1,0,1.1520439999999998,0.1415377559887546,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04471638793363569,0,0.01
8,20,28,175,5.1647859739235145,1,2,1,0,12,0,1,0,0.635555,-0.45325664607076904,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05164785973923514,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,8,0,1,0,1.726457,0.5460713316588075,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04722953221644475,0,0.01
8,20,28,87.5,4.471638793363569,1.5,2,1,0,13,0,0,0,0.373288,-0.9854050393055809,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04471638793363569,0,0.015
7,10,17,87.5,4.471638793363569,1,1,0,0,9,0,1,1,0.778756,-0.2500575042552592,115.83011583011583,4.7521245989447545,1,1,1,1,0.01,0.1,0.47521245989447547,0.04471638793363569,0,0.01
8,10,18,112.5,4.722953221644475,1,2,0,0,11,1,1,0,0.8865590000000001,-0.12040760181897629,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04722953221644475,0,0.01
7,10,17,42.5,3.7495040759303713,1,2,1,0,14,1,1,0,1.182615,0.16772808824094576,6563.706563706564,8.789310747326907,1,1,1,1,0,0.1,0.8789310747326906,0.03749504075930371,0,0.01
8,20,28,175,5.1647859739235145,1,2,0,0,11,0,1,0,0.835071,-0.18023852780600225,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05164785973923514,0,0.01
8,20,28,250,5.521460917862246,1,2,1,0,9,1,1,0,0.062751,-2.7685807648422442,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05521460917862246,0,0.01
7,10,17,250,5.521460917862246,1,2,0,1,7,1,0,0,0.839898,-0.17447482308925213,289.5752895752896,5.66841533081891,1,1,1,1,0,0,0.566841533081891,0.05521460917862246,0.1,0.01
7,10,17,137.5,4.923623917106626,1,2,0,0,11,1,1,0,0.7642749999999999,-0.2688276069372498,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.04923623917106626,0,0.01
7,20,27,87.5,4.471638793363569,1,1,0,0,14,1,0,1,1.449709,0.371362846636447,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.04471638793363569,0,0.01
7,10,17,20,2.995732273553991,2,2,0,0,11,0,0,0,0.8929950000000001,-0.11317429722545629,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.029957322735539908,0,0.02
7,10,17,62.5,4.135166556742356,1,2,0,1,12,0,1,0,1.395003,0.33289656580865096,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0.1,0.01
8,10,18,175,5.1647859739235145,1,2,1,0,7,1,1,0,0.28157499999999996,-1.267356437048377,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05164785973923514,0,0.01
7,10,17,112.5,4.722953221644475,1.5,2,0,0,10,0,1,0,1.414311,0.3466424867132862,579.1505791505792,6.361562511378855,1,1,1,1,0,0.1,0.6361562511378855,0.04722953221644475,0,0.015
8,20,28,62.5,4.135166556742356,2,2,0,1,14,0,1,0,1.644398,0.49737435979175887,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0.1,0.02
7,10,17,137.5,4.923623917106626,1.5,2,1,0,10,1,1,0,0.526143,-0.6421822400746374,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04923623917106626,0,0.015
7,10,17,30,3.4011973816621555,1,2,1,0,10,0,1,0,0.529361,-0.6360846602065191,19.305019305019307,2.9603651297167,1,1,1,1,0,0.1,0.29603651297167,0.034011973816621556,0,0.01
7,10,17,30,3.4011973816621555,1,2,1,0,7,1,1,0,0.8382890000000001,-0.17639236921852391,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.034011973816621556,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,11,0,1,0,1.068376,0.06613973850454295,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04722953221644475,0,0.01
7,10,17,112.5,4.722953221644475,0.5,2,0,0,7,1,1,0,1.41592,0.34777949650036133,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04722953221644475,0,0.005
7,10,17,112.5,4.722953221644475,1,2,0,0,14,0,0,0,1.0989470000000001,0.09435244859889928,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.04722953221644475,0,0.01
7,10,17,175,5.1647859739235145,1,2,0,0,10,0,1,0,1.333861,0.28807774416340404,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05164785973923514,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,13,0,1,0,1.829433,0.6040060827786452,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04722953221644475,0,0.01
7,10,17,5,1.6094379124341003,1,1,1,0,7,1,1,1,0.9605729999999999,-0.040225297579288916,289.5752895752896,5.66841533081891,1,1,1,1,0.01,0.1,0.566841533081891,0.016094379124341,0,0.01
7,10,17,87.5,4.471638793363569,1,2,0,0,7,1,1,0,0.7642749999999999,-0.2688276069372498,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04471638793363569,0,0.01
7,10,17,12.5,2.5257286443082556,1,1,0,0,11,0,0,1,0.44408400000000003,-0.8117415452547408,6563.706563706564,8.789310747326907,1,1,1,1,0.01,0,0.8789310747326906,0.025257286443082557,0,0.01
8,20,28,175,5.1647859739235145,1,2,0,0,13,0,1,0,1.3402969999999998,0.2928912311949517,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.05164785973923514,0,0.01
7,10,17,250,5.521460917862246,1,2,1,0,8,1,0,0,1.420747,0.3511827896320691,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0,0.01
7,10,17,42.5,3.7495040759303713,1.5,1,0,0,11,0,1,1,0.23008699999999999,-1.4692977807119836,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0.1,0.7054709691938801,0.03749504075930371,0,0.015
8,20,28,5,1.6094379124341003,1.5,2,0,0,12,1,0,0,1.409484,0.34322367996450054,579.1505791505792,6.361562511378855,1,1,1,1,0,0,0.6361562511378855,0.016094379124341,0,0.015
7,10,17,250,5.521460917862246,1,2,0,0,12,0,1,0,1.597737,0.46858825307328167,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.05521460917862246,0,0.01
8,10,18,137.5,4.923623917106626,1,2,0,0,8,1,0,1,1.005625,0.0056092387645105945,2702.702702702703,7.902007552326004,1,1,1,1,0.01,0,0.7902007552326004,0.04923623917106626,0,0.01
8,10,18,137.5,4.923623917106626,0.5,2,0,0,9,1,1,0,0.555105,-0.58859799394053125,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04923623917106626,0,0.005
7,10,17,250,5.521460917862246,1.5,2,0,0,10,1,0,0,0.722441,-0.3251195232296366,1158.3011583011585,7.0547096919388,1,1,1,1,0,0,0.7054709691938801,0.05521460917862246,0,0.015
7,10,17,62.5,4.135166556742356,1,2,0,0,10,0,1,0,1.6910589999999999,0.5253549599050602,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04135166556742356,0,0.01
7,10,17,87.5,4.471638793363569,1,2,1,0,7,1,1,0,1.9645890000000001,0.6752830631388138,289.5752895752896,5.66841533081891,1,1,1,1,0,0.1,0.566841533081891,0.04471638793363569,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,10,1,1,0,0.730486,-0.31404521293054294,2702.702702702703,7.902007552326004,1,1,1,1,0,0.1,0.7902007552326004,0.04722953221644475,0,0.01
7,10,17,112.5,4.722953221644475,1,2,0,0,12,0,1,0,1.6234809999999997,0.4845726093817179,1158.3011583011585,7.0547096919388,1,1,1,1,0,0.1,0.7054709691938801,0.04722953221644475,0,0.01
7,20,27,42.5,3.7495040759303713,1,1,0,0,10,0,0,1,1.581647,0.45846670917527566,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.03749504075930371,0,0.01
7,10,17,87.5,4.471638793363569,1.5,2,0,0,13,0,0,0,0.7497940000000001,-0.28795677684624493,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.04471638793363569,0,0.015
7,10,17,62.5,4.135166556742356,1,2,0,1,10,1,0,1,0.9042580000000001,-0.10064056107819969,579.1505791505792,6.361562511378855,1,1,1,1,0.01,0,0.6361562511378855,0.04135166556742356,0.1,0.01
7,10,17,250,5.521460917862246,1.5,2,0,0,12,1,0,0,1.591301,0.4645519206508213,2702.702702702703,7.902007552326004,1,1,1,1,0,0,0.7902007552326004,0.05521460917862246,0,0.015
7,10,17,62.5,4.135166556742356,1,1,0,0,9,1,0,1,0.553496,-0.5915007535984925,1158.3011583011585,7.0547096919388,1,1,1,1,0.01,0,0.7054709691938801,0.04135166556742356,0,0.01
