HOUSEID	person_hh	mode	independence	ind_3	ind_3_alt	mode_ind	mode_ind_3	mode_ind_3_alt	income_k	log_income_k	veh_per_driver	n_adults	non_work_mom	non_work_dad	age	female	has_lil_sib	has_big_sib	school	distance	log_distance	density	log_density	school_dist	avg_trip_dist	n_non_school_trips	had_school	av_car	av_walk	av_bike	alone_avail	with_mom_dad_avail	with_mom_avail	with_dad_avail	with_non_hh_avail	with_sib_avail	with_adult_avail
30002163	03-30002163	8	24	20	30	824	820	830	42.5	3.7495040759303713	1	2	0	0	10	1	1	0	FALSE	0.022526	-3.793085081356632	289.5752895752896	5.66841533081891	1.8020799999999193	0.957355	2	TRUE	1	1	1	1	1	1	1	1	1	1
30002163	03-30002163	8	10	10	10	810	810	810	42.5	3.7495040759303713	1	2	0	0	10	1	1	0	FALSE	0.022526	-3.793085081356632	289.5752895752896	5.66841533081891	1.8020799999999193	0.957355	2	TRUE	1	1	1	1	1	1	1	1	1	1
30002163	04-30002163	1	10	10	10	110	110	110	42.5	3.7495040759303713	1	2	0	0	8	1	0	1	FALSE	0.022526	-3.793085081356632	289.5752895752896	5.66841533081891	2.477859999999936	1.7956439999999998	1	TRUE	1	1	1	1	1	1	1	1	1	1
30002406	02-30002406	8	22	20	20	822	820	820	20	2.995732273553991	1	1	0	0	12	1	0	0	FALSE	0.357198	-1.0294650290996115	2702.702702702703	7.902007552326004	23.62011999999968	12.611020199999999	3	TRUE	1	1	1	1	0	1	0	1	0	1
30002406	02-30002406	8	22	20	20	822	820	820	20	2.995732273553991	1	1	0	0	12	1	0	0	FALSE	0.357198	-1.0294650290996115	2702.702702702703	7.902007552326004	23.62011999999968	12.611020199999999	3	TRUE	1	1	1	1	0	1	0	1	0	1
30002700	04-30002700	8	10	10	10	810	810	810	42.5	3.7495040759303713	1	2	1	0	13	1	0	1	TRUE	0.860815	-0.14987566407588435	1158.3011583011585	7.0547096919388	0.8045	0.860815	0	TRUE	1	1	1	1	1	1	1	1	1	1
30002700	04-30002700	8	10	10	10	810	810	810	42.5	3.7495040759303713	1	2	1	0	13	1	0	1	TRUE	0.860815	-0.14987566407588435	1158.3011583011585	7.0547096919388	0.8045	0.860815	0	TRUE	1	1	1	1	1	1	1	1	1	1
30003043	03-30003043	9	10	10	10	910	910	910	87.5	4.471638793363569	1	2	0	0	12	0	1	0	FALSE	0.15768200000000002	-1.847174932301319	1158.3011583011585	7.0547096919388	2.0595199999999516	1.129518	2	TRUE	1	1	1	1	1	1	1	1	1	1
30003043	03-30003043	9	10	10	10	910	910	910	87.5	4.471638793363569	1	2	0	0	12	0	1	0	FALSE	0.15768200000000002	-1.847174932301319	1158.3011583011585	7.0547096919388	2.0595199999999516	1.129518	2	TRUE	1	1	1	1	1	1	1	1	1	1
30003232	03-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	13	0	1	0	TRUE	1.8406959999999999	0.6101437609678523	2702.702702702703	7.902007552326004	1.7859899999999356	1.8406959999999999	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	03-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	13	0	1	0	TRUE	1.8406959999999999	0.6101437609678523	2702.702702702703	7.902007552326004	1.7859899999999356	1.8406959999999999	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	04-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	12	1	1	1	TRUE	1.8406959999999999	0.6101437609678523	2702.702702702703	7.902007552326004	1.7859899999999356	1.8406959999999999	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	04-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	12	1	1	1	TRUE	1.8406959999999999	0.6101437609678523	2702.702702702703	7.902007552326004	1.7859899999999356	1.8406959999999999	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	05-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	11	0	1	1	TRUE	1.246975	0.22072061838145607	1158.3011583011585	7.0547096919388	1.174569999999984	1.246975	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	05-30003232	8	30	30	30	830	830	830	5	1.6094379124341003	0.5	2	0	0	11	0	1	1	TRUE	1.246975	0.22072061838145607	1158.3011583011585	7.0547096919388	1.174569999999984	1.246975	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	06-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	9	0	1	1	TRUE	1.246975	0.22072061838145607	1158.3011583011585	7.0547096919388	1.174569999999984	1.246975	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	06-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	9	0	1	1	TRUE	1.246975	0.22072061838145607	1158.3011583011585	7.0547096919388	1.174569999999984	1.246975	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	07-30003232	8	24	20	30	824	820	830	5	1.6094379124341003	0.5	2	0	0	9	1	1	1	TRUE	1.246975	0.22072061838145607	1158.3011583011585	7.0547096919388	1.174569999999984	1.246975	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003232	07-30003232	8	30	30	30	830	830	830	5	1.6094379124341003	0.5	2	0	0	9	1	1	1	TRUE	1.246975	0.22072061838145607	1158.3011583011585	7.0547096919388	1.174569999999984	1.246975	0	TRUE	1	1	1	1	0	1	0	1	1	1
30003312	03-30003312	7	22	20	20	722	720	720	30	3.4011973816621555	1.5	2	0	0	8	1	1	0	TRUE	1.6427889999999998	0.4963954071927746	2702.702702702703	7.902007552326004	1.91471	4.283158	2	TRUE	1	1	1	1	1	1	1	1	1	1
30003312	03-30003312	7	22	20	20	722	720	720	30	3.4011973816621555	1.5	2	0	0	8	1	1	0	TRUE	1.600955	0.47060032618670183	2702.702702702703	7.902007552326004	1.91471	4.283158	2	TRUE	1	1	1	1	1	1	1	1	1	1
30003314	03-30003314	7	22	20	20	722	720	720	62.5	4.135166556742356	1.5	2	0	0	8	0	1	0	TRUE	1.594519	0.4665721233580971	115.83011583011583	4.7521245989447545	26.32323999999952	16.609707	2	TRUE	1	1	1	1	1	1	1	1	1	1
30003731	04-30003731	7	22	20	20	722	720	720	62.5	4.135166556742356	0.6666666666666666	2	0	0	13	0	0	1	FALSE	0.7192230000000001	-0.32958381635832196	115.83011583011583	4.7521245989447545	0.5470599999999822	6.466249199999999	5	FALSE	1	1	1	1	1	1	1	1	1	1
30003731	04-30003731	7	22	20	20	722	720	720	62.5	4.135166556742356	0.6666666666666666	2	0	0	13	0	0	1	FALSE	1.0973380000000001	0.09288724687157134	289.5752895752896	5.66841533081891	0.5470599999999822	6.466249199999999	5	FALSE	1	1	1	1	1	1	1	1	1	1
30003731	04-30003731	8	21	20	20	821	820	820	62.5	4.135166556742356	0.6666666666666666	2	0	0	13	0	0	1	FALSE	1.251802	0.22458411320650076	115.83011583011583	4.7521245989447545	0.5470599999999822	6.466249199999999	5	FALSE	1	1	1	1	1	1	1	1	1	1
30003761	03-30003761	7	22	20	20	722	720	720	112.5	4.722953221644475	1.5	2	0	0	11	0	1	0	TRUE	1.819779	0.5987150651442296	289.5752895752896	5.66841533081891	1.8342599999999838	1.8189745000000002	0	TRUE	1	1	1	1	1	1	1	1	1	1
30003761	03-30003761	7	24	20	30	724	720	730	112.5	4.722953221644475	1.5	2	0	0	11	0	1	0	TRUE	1.8181699999999998	0.5978305007344953	289.5752895752896	5.66841533081891	1.8342599999999838	1.8189745000000002	0	TRUE	1	1	1	1	1	1	1	1	1	1
30004220	04-30004220	7	22	20	20	722	720	720	42.5	3.7495040759303713	1.5	2	0	0	12	1	1	0	FALSE	0.53097	-0.6330497565113649	579.1505791505792	6.361562511378855	7.835829999999823	12.778999800000001	3	TRUE	1	1	1	1	1	1	1	1	1	1
30004354	04-30004354	8	10	10	10	810	810	810	30	3.4011973816621555	1	3	0	1	11	0	1	0	FALSE	1.609	0.47561286801024616	2702.702702702703	7.902007552326004	1.8986199999999196	0.8045	2	FALSE	1	1	1	1	1	1	1	1	1	1
30004404	03-30004404	7	22	20	20	722	720	720	62.5	4.135166556742356	1	2	0	0	10	1	0	0	TRUE	1.591301	0.4645519206508213	1158.3011583011585	7.0547096919388	13.51559999999942	8.840918666666667	1	TRUE	1	1	1	1	1	1	1	1	0	1
30004493	04-30004493	7	22	20	20	722	720	720	137.5	4.923623917106626	1	2	0	0	8	1	0	1	TRUE	1.1246909999999999	0.11750833126191926	6563.706563706564	8.789310747326907	1.1102099999999966	1.1246909999999999	0	TRUE	1	1	1	1	1	1	1	1	1	1
30004493	04-30004493	7	22	20	20	722	720	720	137.5	4.923623917106626	1	2	0	0	8	1	0	1	TRUE	1.1246909999999999	0.11750833126191926	6563.706563706564	8.789310747326907	1.1102099999999966	1.1246909999999999	0	TRUE	1	1	1	1	1	1	1	1	1	1
30005102	04-30005102	7	21	20	20	721	720	720	5	1.6094379124341003	0.3333333333333333	2	1	0	8	0	1	1	FALSE	1.8020800000000001	0.5889415533172494	2702.702702702703	7.902007552326004	4.794819999999839	5.6392232	3	TRUE	1	1	1	1	1	1	1	1	1	1
30005883	03-30005883	8	23	20	20	823	820	820	87.5	4.471638793363569	1.5	2	0	0	12	1	1	0	FALSE	0.24295899999999998	-1.4148625741569667	6563.706563706564	8.789310747326907	2.62267	2.708550375	8	FALSE	1	1	1	1	1	1	1	1	1	1
30005883	03-30005883	7	23	20	20	723	720	720	87.5	4.471638793363569	1.5	2	0	0	12	1	1	0	FALSE	1.1150369999999998	0.10888758821801219	2702.702702702703	7.902007552326004	2.62267	2.708550375	8	FALSE	1	1	1	1	1	1	1	1	1	1
30005883	03-30005883	7	23	20	20	723	720	720	87.5	4.471638793363569	1.5	2	0	0	12	1	1	0	FALSE	1.7763360000000001	0.5745528158651498	6563.706563706564	8.789310747326907	2.62267	2.708550375	8	FALSE	1	1	1	1	1	1	1	1	1	1
30005883	03-30005883	7	24	20	30	724	720	730	87.5	4.471638793363569	1.5	2	0	0	12	1	1	0	FALSE	1.7763360000000001	0.5745528158651498	6563.706563706564	8.789310747326907	2.62267	2.708550375	8	FALSE	1	1	1	1	1	1	1	1	1	1
30006187	03-30006187	7	22	20	20	722	720	720	112.5	4.722953221644475	1	2	0	0	12	0	1	0	FALSE	0.75623	-0.27940971626778666	2702.702702702703	7.902007552326004	2.4939499999999195	1.7993983333333334	1	TRUE	1	1	1	1	1	1	1	1	1	1
30006187	04-30006187	7	22	20	20	722	720	720	112.5	4.722953221644475	1	2	0	0	10	0	0	1	TRUE	0.75623	-0.27940971626778666	2702.702702702703	7.902007552326004	0.6918699999999888	0.8559880000000001	0	TRUE	1	1	1	1	1	1	1	1	1	1
30006187	04-30006187	7	23	20	20	723	720	720	112.5	4.722953221644475	1	2	0	0	10	0	0	1	TRUE	0.955746	-0.045263091609245985	2702.702702702703	7.902007552326004	0.6918699999999888	0.8559880000000001	0	TRUE	1	1	1	1	1	1	1	1	1	1
30006272	03-30006272	7	22	20	20	722	720	720	137.5	4.923623917106626	1	2	0	0	9	0	0	0	FALSE	2.0032050000000003	0.6947483979269172	2702.702702702703	7.902007552326004	13.435149999999856	6.7650405000000005	4	TRUE	1	1	1	1	1	1	1	1	0	1
30006272	03-30006272	7	22	20	20	722	720	720	137.5	4.923623917106626	1	2	0	0	9	0	0	0	FALSE	1.7119760000000002	0.5376482589296989	2702.702702702703	7.902007552326004	13.435149999999856	6.7650405000000005	4	TRUE	1	1	1	1	1	1	1	1	0	1
30007049	03-30007049	7	23	20	20	723	720	720	87.5	4.471638793363569	1	2	1	0	10	0	1	0	TRUE	1.8825299999999998	0.6326166168199108	1158.3011583011585	7.0547096919388	1.8342599999999838	2.679253166666667	4	TRUE	1	1	1	1	1	1	1	1	1	1
30007049	03-30007049	7	22	20	20	722	720	720	87.5	4.471638793363569	1	2	1	0	10	0	1	0	TRUE	1.826215	0.6022455189436121	1158.3011583011585	7.0547096919388	1.8342599999999838	2.679253166666667	4	TRUE	1	1	1	1	1	1	1	1	1	1
30007049	03-30007049	8	10	10	10	810	810	810	87.5	4.471638793363569	1	2	1	0	10	0	1	0	FALSE	0.035398	-3.341099957613575	579.1505791505792	6.361562511378855	1.8342599999999838	2.679253166666667	4	TRUE	1	1	1	1	1	1	1	1	1	1
30007049	03-30007049	8	24	20	30	824	820	830	87.5	4.471638793363569	1	2	1	0	10	0	1	0	FALSE	0.035398	-3.341099957613575	579.1505791505792	6.361562511378855	1.8342599999999838	2.679253166666667	4	TRUE	1	1	1	1	1	1	1	1	1	1
30007447	02-30007447	7	22	20	20	722	720	720	5	1.6094379124341003	1	1	1	0	9	1	0	0	FALSE	0.056315000000000004	-2.876794349482477	289.5752895752896	5.66841533081891	6.645169999999807	9.1915734	5	FALSE	1	1	1	1	0	1	0	1	0	1
30007543	03-30007543	7	22	20	20	722	720	720	137.5	4.923623917106626	1.5	2	1	0	13	0	1	0	FALSE	1.3402969999999998	0.2928912311949517	2702.702702702703	7.902007552326004	11.343449999999919	3.11864425	4	FALSE	1	1	1	1	1	1	1	1	1	1
30007800	02-30007800	7	22	20	20	722	720	720	175	5.1647859739235145	1	1	0	0	9	1	0	1	FALSE	1.345124	0.29648620211281074	11583.011583011583	9.357294784932845	0.8849499999999726	40.65943	3	FALSE	1	1	1	1	0	1	0	1	1	1
30007800	03-30007800	7	22	20	20	722	720	720	175	5.1647859739235145	1	1	0	0	10	1	1	0	FALSE	1.345124	0.29648620211281074	11583.011583011583	9.357294784932845	2.81575	40.65943	3	FALSE	1	1	1	1	0	1	0	1	1	1
30008921	04-30008921	7	21	20	20	721	720	720	250	5.521460917862246	1.3333333333333333	2	0	0	13	1	0	1	FALSE	1.074812	0.07214576256475493	1158.3011583011585	7.0547096919388	3.0088299999999193	20.16697614285714	7	FALSE	1	1	1	1	1	1	1	1	1	1
30009050	04-30009050	7	22	20	20	722	720	720	112.5	4.722953221644475	1	2	0	0	11	1	0	1	FALSE	1.06194	0.060097424048580435	2702.702702702703	7.902007552326004	1.1102099999999966	4.586722666666667	3	FALSE	1	1	1	1	1	1	1	1	1	1
30009323	03-30009323	7	22	20	20	722	720	720	137.5	4.923623917106626	1	2	0	1	11	0	0	0	FALSE	1.4754530000000001	0.38896506128457403	289.5752895752896	5.66841533081891	6.806069999999662	7.558813833333334	6	FALSE	1	1	1	1	1	1	1	1	0	1
30009951	03-30009951	7	21	20	20	721	720	720	12.5	2.5257286443082556	1	2	1	1	9	1	0	0	FALSE	0.49879	-0.6955701134926989	289.5752895752896	5.66841533081891	4.778729999999856	2.58847875	2	TRUE	1	1	1	1	1	1	1	1	0	1
30009951	03-30009951	7	21	20	20	721	720	720	12.5	2.5257286443082556	1	2	1	1	9	1	0	0	FALSE	0.49879	-0.6955701134926989	289.5752895752896	5.66841533081891	4.778729999999856	2.58847875	2	TRUE	1	1	1	1	1	1	1	1	0	1
30010058	03-30010058	8	22	20	20	822	820	820	250	5.521460917862246	2	2	0	0	12	1	1	0	FALSE	1.609	0.47561286801024616	2702.702702702703	7.902007552326004	2.6709399999999515	2.2432141666666667	6	FALSE	1	1	1	1	1	1	1	1	1	1
30010058	03-30010058	7	22	20	20	722	720	720	250	5.521460917862246	2	2	0	0	12	1	1	0	FALSE	1.092511	0.08847871658680524	2702.702702702703	7.902007552326004	2.6709399999999515	2.2432141666666667	6	FALSE	1	1	1	1	1	1	1	1	1	1
30010058	04-30010058	7	22	20	20	722	720	720	250	5.521460917862246	2	2	0	0	9	0	0	1	FALSE	1.609	0.47561286801024616	2702.702702702703	7.902007552326004	2.6709399999999515	2.0269377499999996	4	FALSE	1	1	1	1	1	1	1	1	1	1
30010058	04-30010058	7	22	20	20	722	720	720	250	5.521460917862246	2	2	0	0	9	0	0	1	FALSE	1.092511	0.08847871658680524	2702.702702702703	7.902007552326004	2.6709399999999515	2.0269377499999996	4	FALSE	1	1	1	1	1	1	1	1	1	1
30010082	02-30010082	8	10	10	10	810	810	810	20	2.995732273553991	0	1	0	0	13	1	0	0	FALSE	0.283184	-1.2616584159337392	11583.011583011583	9.357294784932845	0.5953299999999839	0.283184	2	FALSE	1	1	1	1	0	1	0	1	0	1
30010082	02-30010082	8	10	10	10	810	810	810	20	2.995732273553991	0	1	0	0	13	1	0	0	FALSE	0.283184	-1.2616584159337392	11583.011583011583	9.357294784932845	0.5953299999999839	0.283184	2	FALSE	1	1	1	1	0	1	0	1	0	1
30010216	05-30010216	8	10	10	10	810	810	810	250	5.521460917862246	1.6666666666666667	2	1	0	12	1	1	1	FALSE	0.21882400000000002	-1.5194875252358389	1158.3011583011585	7.0547096919388	1.9951599999999197	1.3751586666666666	1	TRUE	1	1	1	1	1	1	1	1	1	1
30010216	05-30010216	7	24	20	30	724	720	730	250	5.521460917862246	1.6666666666666667	2	1	0	12	1	1	1	TRUE	1.842305	0.6110175050164491	1158.3011583011585	7.0547096919388	1.9951599999999197	1.3751586666666666	1	TRUE	1	1	1	1	1	1	1	1	1	1
30010216	06-30010216	8	24	20	30	824	820	830	250	5.521460917862246	1.6666666666666667	2	1	0	11	0	0	1	FALSE	1.7377200000000002	0.5525739091463746	6563.706563706564	8.789310747326907	18.35868999999984	12.435424666666666	1	TRUE	1	1	1	1	1	1	1	1	1	1
30010405	04-30010405	7	22	20	20	722	720	720	87.5	4.471638793363569	0.6666666666666666	2	0	0	10	1	0	1	FALSE	0.9090849999999999	-0.09531667982545004	289.5752895752896	5.66841533081891	0.8366799999999711	0.9106939999999999	2	FALSE	1	1	1	1	1	1	1	1	1	1
30010405	04-30010405	7	22	20	20	722	720	720	87.5	4.471638793363569	0.6666666666666666	2	0	0	10	1	0	1	FALSE	0.9123029999999999	-0.09178310724413898	289.5752895752896	5.66841533081891	0.8366799999999711	0.9106939999999999	2	FALSE	1	1	1	1	1	1	1	1	1	1
30010414	03-30010414	7	23	20	20	723	720	720	250	5.521460917862246	1.5	2	0	1	11	0	1	0	FALSE	1.435228	0.36132372160811843	2702.702702702703	7.902007552326004	11.98704999999971	5.294759285714286	5	TRUE	1	1	1	1	1	1	1	1	1	1
30010414	03-30010414	8	21	20	20	821	820	820	250	5.521460917862246	1.5	2	0	1	11	0	1	0	FALSE	1.106992	0.10164642696145275	2702.702702702703	7.902007552326004	11.98704999999971	5.294759285714286	5	TRUE	1	1	1	1	1	1	1	1	1	1
30010414	03-30010414	8	21	20	20	821	820	820	250	5.521460917862246	1.5	2	0	1	11	0	1	0	FALSE	1.106992	0.10164642696145275	2702.702702702703	7.902007552326004	11.98704999999971	5.294759285714286	5	TRUE	1	1	1	1	1	1	1	1	1	1
30010414	04-30010414	7	23	20	20	723	720	720	250	5.521460917862246	1.5	2	0	1	10	1	0	1	FALSE	1.435228	0.36132372160811843	2702.702702702703	7.902007552326004	11.98704999999971	5.521819833333334	4	TRUE	1	1	1	1	1	1	1	1	1	1
30010414	04-30010414	8	21	20	20	821	820	820	250	5.521460917862246	1.5	2	0	1	10	1	0	1	FALSE	1.106992	0.10164642696145275	2702.702702702703	7.902007552326004	11.98704999999971	5.521819833333334	4	TRUE	1	1	1	1	1	1	1	1	1	1
30010414	04-30010414	8	21	20	20	821	820	820	250	5.521460917862246	1.5	2	0	1	10	1	0	1	FALSE	1.106992	0.10164642696145275	2702.702702702703	7.902007552326004	11.98704999999971	5.521819833333334	4	TRUE	1	1	1	1	1	1	1	1	1	1
30010535	06-30010535	8	10	10	10	810	810	810	250	5.521460917862246	1	3	1	0	12	1	0	1	FALSE	0.16572699999999999	-1.7974134227422551	1158.3011583011585	7.0547096919388	2.7674799999999515	0.16572699999999999	2	FALSE	1	1	1	1	1	1	1	1	1	1
30010535	06-30010535	8	10	10	10	810	810	810	250	5.521460917862246	1	3	1	0	12	1	0	1	FALSE	0.16572699999999999	-1.7974134227422551	1158.3011583011585	7.0547096919388	2.7674799999999515	0.16572699999999999	2	FALSE	1	1	1	1	1	1	1	1	1	1
30010723	06-30010723	7	24	20	30	724	720	730	87.5	4.471638793363569	1	2	1	0	13	1	1	1	TRUE	1.597737	0.46858825307328167	2702.702702702703	7.902007552326004	1.5607299999999984	1.597737	0	TRUE	1	1	1	1	1	1	1	1	1	1
30010723	06-30010723	7	24	20	30	724	720	730	87.5	4.471638793363569	1	2	1	0	13	1	1	1	TRUE	1.597737	0.46858825307328167	2702.702702702703	7.902007552326004	1.5607299999999984	1.597737	0	TRUE	1	1	1	1	1	1	1	1	1	1
30011787	03-30011787	8	30	30	30	830	830	830	62.5	4.135166556742356	1.5	2	0	0	13	0	1	0	FALSE	0.17055399999999998	-1.7687033168598238	115.83011583011583	4.7521245989447545	13.065079999999824	7.106953	1	TRUE	1	1	1	1	1	1	1	1	1	1
30011787	04-30011787	8	30	30	30	830	830	830	62.5	4.135166556742356	1.5	2	0	0	11	1	0	1	FALSE	0.17055399999999998	-1.7687033168598238	115.83011583011583	4.7521245989447545	13.065079999999824	7.106953	2	TRUE	1	1	1	1	1	1	1	1	1	1
30011787	04-30011787	8	30	30	30	830	830	830	62.5	4.135166556742356	1.5	2	0	0	11	1	0	1	FALSE	0.735313	-0.3074590200776862	115.83011583011583	4.7521245989447545	13.065079999999824	7.106953	2	TRUE	1	1	1	1	1	1	1	1	1	1
30012446	05-30012446	7	22	20	20	722	720	720	20	2.995732273553991	1	4	1	0	13	0	1	0	TRUE	1.607391	0.47461236767666265	2702.702702702703	7.902007552326004	1.625089999999984	1.723239	0	TRUE	1	1	1	1	1	1	1	1	1	1
30012446	05-30012446	7	22	20	20	722	720	720	20	2.995732273553991	1	4	1	0	13	0	1	0	TRUE	1.839087	0.6092692528229197	2702.702702702703	7.902007552326004	1.625089999999984	1.723239	0	TRUE	1	1	1	1	1	1	1	1	1	1
30012446	06-30012446	7	22	20	20	722	720	720	20	2.995732273553991	1	4	1	0	12	1	1	1	TRUE	1.8374779999999997	0.6083939792440645	2702.702702702703	7.902007552326004	1.625089999999984	1.8374779999999997	0	TRUE	1	1	1	1	1	1	1	1	1	1
30012446	06-30012446	7	22	20	20	722	720	720	20	2.995732273553991	1	4	1	0	12	1	1	1	TRUE	1.8374779999999997	0.6083939792440645	2702.702702702703	7.902007552326004	1.625089999999984	1.8374779999999997	0	TRUE	1	1	1	1	1	1	1	1	1	1
30012606	03-30012606	8	22	20	20	822	820	820	62.5	4.135166556742356	4	1	1	0	8	0	0	1	FALSE	0.27835699999999997	-1.2788508164741121	19.305019305019307	2.9603651297167	20.723919999999517	13.634129666666666	1	TRUE	1	1	1	1	0	1	0	1	1	1
30012744	03-30012744	7	21	20	20	721	720	720	87.5	4.471638793363569	2	2	0	0	9	1	1	0	FALSE	0.94931	-0.05201987407212577	2702.702702702703	7.902007552326004	1.5285499999999823	1.816561	4	FALSE	1	1	1	1	1	1	1	1	1	1
30012744	03-30012744	7	21	20	20	721	720	720	87.5	4.471638793363569	2	2	0	0	9	1	1	0	FALSE	1.654052	0.5032280350432196	1158.3011583011585	7.0547096919388	1.5285499999999823	1.816561	4	FALSE	1	1	1	1	1	1	1	1	1	1
