vary,income_k,veh_per_driver,n_adults,non_work_mom,non_work_dad,age,female,has_lil_sib,has_big_sib,distance,density
income_k,7.45,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,9.9,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,12.350000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,14.8,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,17.25,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,19.7,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,22.150000000000002,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,24.6,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,27.05,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,29.5,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,31.95,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,34.400000000000006,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,36.85,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,39.300000000000004,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,41.75000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,44.2,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,46.650000000000006,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,49.10000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,51.550000000000004,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,54.00000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,56.45,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,58.900000000000006,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,61.35000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,63.800000000000004,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,66.25,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,68.7,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,71.15,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,73.60000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,76.05000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,78.50000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,80.95,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,83.4,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,85.85000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,88.30000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,90.75000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,93.2,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,95.65,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,98.10000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,100.55000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,103.00000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,105.45,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,107.9,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,110.35000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,112.80000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,115.25000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,117.70000000000002,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,120.15,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,122.60000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,125.05000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,127.50000000000001,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,129.95000000000002,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,132.4,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
income_k,134.85,1.0897868918375553,2.0440289505428226,0,0,10.158021712907116,0,0,0,1.0988150193003619,2482.9771180796515
