mode	independence	ind_3	ind_3_alt	mode_ind	mode_ind_3	mode_ind_3_alt	income_k	veh_per_driver	n_adults	has_mom	has_dad	non_work_mom	non_work_dad	age	female	has_lil_sib	has_big_sib	distance	density
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	TRUE	FALSE	0.8012819999999999	1158.3011583011585
7	24	20	30	724	720	730	42.5	1	1	TRUE	FALSE	TRUE	FALSE	9	TRUE	TRUE	TRUE	0.500399	579.1505791505792
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	FALSE	FALSE	1.7473740000000002	1158.3011583011585
7	22	20	20	722	720	720	112.5	0.5	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	TRUE	1.2855910000000002	6563.706563706564
7	24	20	30	724	720	730	175	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.645209	579.1505791505792
7	23	20	20	723	720	720	112.5	1.5	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	0.580849	115.83011583011583
7	22	20	20	722	720	720	12.5	0.5	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	1.451318	1158.3011583011585
7	23	20	20	723	720	720	112.5	2	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	1.427183	115.83011583011583
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	0.716005	2702.702702702703
7	23	20	20	723	720	720	175	0.5	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	FALSE	1.880921	2702.702702702703
7	22	20	20	722	720	720	20	1	1	TRUE	FALSE	FALSE	FALSE	11	TRUE	FALSE	TRUE	0.902649	11583.011583011583
8	30	30	30	830	830	830	175	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.8511610000000001	2702.702702702703
7	24	20	30	724	720	730	87.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.91471	2702.702702702703
7	22	20	20	722	720	720	175	1.5	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	TRUE	FALSE	0.69187	2702.702702702703
8	22	20	20	822	820	820	42.5	0.5	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	0.40225	6563.706563706564
7	22	20	20	722	720	720	5	3	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	FALSE	FALSE	1.02976	6563.706563706564
8	22	20	20	822	820	820	175	1	2	TRUE	TRUE	TRUE	FALSE	8	TRUE	TRUE	FALSE	0.366852	1158.3011583011585
8	23	20	20	823	820	820	175	1	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	0.505226	6563.706563706564
8	10	10	10	810	810	810	87.5	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	FALSE	FALSE	0.571195	579.1505791505792
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	1.105383	2702.702702702703
8	22	20	20	822	820	820	62.5	1.5	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	0.598548	6563.706563706564
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	TRUE	10	FALSE	FALSE	FALSE	1.942063	2702.702702702703
8	22	20	20	822	820	820	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.732095	579.1505791505792
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.288809	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	1.972634	2702.702702702703
9	10	10	10	910	910	910	30	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	FALSE	FALSE	1.172961	1158.3011583011585
8	10	10	10	810	810	810	175	1.5	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.99516	1158.3011583011585
7	23	20	20	723	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	FALSE	FALSE	1.119864	2702.702702702703
7	22	20	20	722	720	720	30	2	1	TRUE	FALSE	FALSE	FALSE	13	TRUE	TRUE	TRUE	1.3129439999999999	579.1505791505792
7	23	20	20	723	720	720	137.5	1	2	TRUE	TRUE	FALSE	TRUE	9	FALSE	TRUE	FALSE	1.346733	2702.702702702703
7	23	20	20	723	720	720	137.5	1	2	TRUE	TRUE	FALSE	TRUE	9	TRUE	FALSE	FALSE	1.46419	1158.3011583011585
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.790019	1158.3011583011585
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	1.460972	1158.3011583011585
7	22	20	20	722	720	720	42.5	2	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.575211	2702.702702702703
8	10	10	10	810	810	810	20	0.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	1.063549	2702.702702702703
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.43121200000000004	2702.702702702703
9	22	20	20	922	920	920	137.5	2	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.306508	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.942063	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	0.8447250000000001	115.83011583011583
7	22	20	20	722	720	720	62.5	1.5	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.41834	1158.3011583011585
8	22	20	20	822	820	820	42.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	TRUE	1.171352	1158.3011583011585
7	23	20	20	723	720	720	62.5	1	3	TRUE	TRUE	TRUE	FALSE	8	TRUE	FALSE	FALSE	1.345124	2702.702702702703
8	30	30	30	830	830	830	137.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	0.32823599999999997	2702.702702702703
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	FALSE	TRUE	8	TRUE	FALSE	FALSE	1.8085160000000002	2702.702702702703
9	24	20	30	924	920	930	175	1.5	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	FALSE	FALSE	1.3258159999999999	2702.702702702703
8	23	20	20	823	820	820	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.8752960000000001	2702.702702702703
9	22	20	20	922	920	920	20	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	0.349153	6563.706563706564
9	30	30	30	930	930	930	62.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	0.516489	1158.3011583011585
8	23	20	20	823	820	820	62.5	0.5	2	TRUE	TRUE	TRUE	TRUE	9	FALSE	TRUE	FALSE	0.617856	6563.706563706564
8	30	30	30	830	830	830	42.5	1	1	TRUE	FALSE	FALSE	FALSE	11	TRUE	FALSE	TRUE	1.1375629999999999	2702.702702702703
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	FALSE	FALSE	1.108601	1158.3011583011585
7	23	20	20	723	720	720	20	1	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	1.8954019999999998	1158.3011583011585
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	1.044241	1158.3011583011585
7	23	20	20	723	720	720	175	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	TRUE	FALSE	1.275937	2702.702702702703
7	22	20	20	722	720	720	250	2	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	1.814952	2702.702702702703
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.46339199999999997	1158.3011583011585
8	30	30	30	830	830	830	112.5	2	1	FALSE	TRUE	FALSE	FALSE	8	FALSE	FALSE	TRUE	0.870469	2702.702702702703
7	23	20	20	723	720	720	30	1	2	TRUE	TRUE	TRUE	TRUE	12	FALSE	FALSE	FALSE	1.6910589999999999	2702.702702702703
8	30	30	30	830	830	830	62.5	1	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	0.186644	579.1505791505792
7	22	20	20	722	720	720	137.5	0.5	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	1.839087	1158.3011583011585
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.944483	1158.3011583011585
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	1.404657	2702.702702702703
8	10	10	10	810	810	810	87.5	1	1	FALSE	TRUE	FALSE	FALSE	13	TRUE	FALSE	TRUE	0.8045	2702.702702702703
8	10	10	10	810	810	810	42.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	FALSE	0.28157499999999996	19.305019305019307
7	22	20	20	722	720	720	87.5	1	1	TRUE	FALSE	FALSE	FALSE	10	TRUE	TRUE	TRUE	1.604173	2702.702702702703
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	TRUE	FALSE	8	TRUE	FALSE	TRUE	1.6781869999999999	2702.702702702703
8	10	10	10	810	810	810	62.5	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	TRUE	FALSE	0.37489700000000004	579.1505791505792
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	0.810936	2702.702702702703
7	22	20	20	722	720	720	30	1	2	TRUE	FALSE	TRUE	FALSE	10	TRUE	FALSE	FALSE	1.684623	289.5752895752896
7	21	20	20	721	720	720	87.5	0.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.3274249999999999	2702.702702702703
9	10	10	10	910	910	910	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	0.33788999999999997	115.83011583011583
7	23	20	20	723	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	FALSE	FALSE	1.568775	289.5752895752896
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	0.8045	2702.702702702703
8	24	20	30	824	820	830	87.5	1.5	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	FALSE	FALSE	0.5180980000000001	2702.702702702703
8	21	20	20	821	820	820	175	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	0.629119	2702.702702702703
7	23	20	20	723	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	2.0096410000000002	1158.3011583011585
7	22	20	20	722	720	720	87.5	2	2	TRUE	TRUE	FALSE	TRUE	9	FALSE	TRUE	FALSE	1.346733	579.1505791505792
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	FALSE	0.508444	115.83011583011583
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.794035	2702.702702702703
7	22	20	20	722	720	720	42.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	1.631526	19.305019305019307
7	22	20	20	722	720	720	12.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.427183	2702.702702702703
7	22	20	20	722	720	720	87.5	1	2	TRUE	FALSE	FALSE	FALSE	11	FALSE	FALSE	FALSE	1.1520439999999998	2702.702702702703
8	24	20	30	824	820	830	175	1	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	0.635555	2702.702702702703
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	1.726457	1158.3011583011585
8	10	10	10	810	810	810	87.5	1.5	2	TRUE	TRUE	TRUE	FALSE	13	FALSE	FALSE	FALSE	0.373288	2702.702702702703
7	23	20	20	723	720	720	87.5	1	1	FALSE	TRUE	FALSE	FALSE	9	FALSE	TRUE	TRUE	0.778756	2702.702702702703
8	22	20	20	822	820	820	112.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	0.8865590000000001	2702.702702702703
8	10	10	10	810	810	810	175	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	0.835071	2702.702702702703
8	30	30	30	830	830	830	250	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	0.062751	2702.702702702703
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	0.7642749999999999	289.5752895752896
7	22	20	20	722	720	720	20	2	2	TRUE	FALSE	FALSE	FALSE	11	FALSE	FALSE	FALSE	0.8929950000000001	6563.706563706564
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	TRUE	12	FALSE	TRUE	FALSE	1.395003	2702.702702702703
7	22	20	20	722	720	720	112.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.414311	579.1505791505792
7	22	20	20	722	720	720	137.5	1.5	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	0.526143	1158.3011583011585
7	22	20	20	722	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	0.529361	19.305019305019307
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	1.068376	2702.702702702703
7	22	20	20	722	720	720	175	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.333861	1158.3011583011585
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	1.829433	6563.706563706564
7	22	20	20	722	720	720	12.5	1	1	TRUE	FALSE	FALSE	FALSE	11	FALSE	FALSE	TRUE	0.44408400000000003	6563.706563706564
9	10	10	10	910	910	910	175	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	1.3402969999999998	2702.702702702703
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	TRUE	FALSE	8	TRUE	FALSE	FALSE	1.420747	2702.702702702703
7	22	20	20	722	720	720	42.5	1.5	1	TRUE	FALSE	FALSE	FALSE	11	FALSE	TRUE	TRUE	0.23008699999999999	1158.3011583011585
8	10	10	10	810	810	810	5	1.5	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	FALSE	FALSE	1.409484	579.1505791505792
7	21	20	20	721	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.597737	2702.702702702703
8	22	20	20	822	820	820	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	TRUE	1.005625	2702.702702702703
8	22	20	20	822	820	820	137.5	0.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	0.555105	6563.706563706564
7	22	20	20	722	720	720	250	1.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.722441	1158.3011583011585
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.6910589999999999	2702.702702702703
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	0.730486	2702.702702702703
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.6234809999999997	1158.3011583011585
7	24	20	30	724	720	730	42.5	1	1	TRUE	FALSE	FALSE	FALSE	10	FALSE	FALSE	TRUE	1.581647	2702.702702702703
7	22	20	20	722	720	720	87.5	1.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	0.7497940000000001	2702.702702702703
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	FALSE	TRUE	10	TRUE	FALSE	TRUE	0.9042580000000001	1158.3011583011585
7	23	20	20	723	720	720	250	1.5	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	FALSE	FALSE	1.591301	2702.702702702703
7	22	20	20	722	720	720	62.5	1	1	TRUE	FALSE	FALSE	FALSE	9	TRUE	FALSE	TRUE	0.553496	1158.3011583011585
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	0.522925	115.83011583011583
8	22	20	20	822	820	820	112.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	0.53097	1158.3011583011585
7	22	20	20	722	720	720	30	1.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.846334	2702.702702702703
8	22	20	20	822	820	820	175	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.775538	2702.702702702703
7	22	20	20	722	720	720	30	1.5	2	TRUE	TRUE	TRUE	FALSE	8	TRUE	FALSE	FALSE	0.9364379999999999	579.1505791505792
9	10	10	10	910	910	910	20	0.5	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	1.449709	6563.706563706564
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	TRUE	TRUE	11	TRUE	FALSE	FALSE	1.65727	579.1505791505792
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.9541369999999999	115.83011583011583
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	FALSE	FALSE	1.015279	2702.702702702703
8	22	20	20	822	820	820	20	0.5	2	TRUE	FALSE	TRUE	FALSE	8	FALSE	FALSE	FALSE	0.39420499999999997	11583.011583011583
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.568775	2702.702702702703
7	22	20	20	722	720	720	175	1.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.761057	2702.702702702703
8	30	30	30	830	830	830	112.5	1.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	0.307319	2702.702702702703
8	23	20	20	823	820	820	42.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	1.15848	6563.706563706564
7	22	20	20	722	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	8	TRUE	TRUE	FALSE	1.609	2702.702702702703
7	23	20	20	723	720	720	112.5	0.5	2	TRUE	TRUE	TRUE	FALSE	11	TRUE	TRUE	FALSE	1.761855	6563.706563706564
8	10	10	10	810	810	810	112.5	2	1	FALSE	TRUE	FALSE	FALSE	10	TRUE	FALSE	TRUE	0.34110799999999997	2702.702702702703
7	22	20	20	722	720	720	62.5	1.5	2	TRUE	TRUE	FALSE	TRUE	13	TRUE	FALSE	FALSE	1.649225	2702.702702702703
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	0.654863	1158.3011583011585
8	30	30	30	830	830	830	5	0.5	2	TRUE	TRUE	TRUE	TRUE	13	TRUE	TRUE	FALSE	0.154464	1158.3011583011585
8	24	20	30	824	820	830	5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	1.129518	6563.706563706564
8	10	10	10	810	810	810	62.5	2.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	0.8881680000000001	2702.702702702703
7	23	20	20	723	720	720	42.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	1.024933	115.83011583011583
8	23	20	20	823	820	820	250	1	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	1.571993	1158.3011583011585
7	22	20	20	722	720	720	137.5	1.5	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	1.9565439999999998	579.1505791505792
7	22	20	20	722	720	720	62.5	2.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	0.712787	1158.3011583011585
7	23	20	20	723	720	720	175	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	0.817372	6563.706563706564
8	22	20	20	822	820	820	62.5	0.5	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	0.487527	6563.706563706564
7	24	20	30	724	720	730	137.5	1.5	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	1.295245	1158.3011583011585
7	23	20	20	723	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	1.052286	11583.011583011583
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	0.584067	19.305019305019307
8	22	20	20	822	820	820	87.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.752201	115.83011583011583
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.9364379999999999	1158.3011583011585
9	30	30	30	930	930	930	250	1	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	0.9283929999999999	6563.706563706564
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	FALSE	FALSE	1.0603310000000001	2702.702702702703
8	22	20	20	822	820	820	250	0	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	FALSE	0.44891100000000006	11583.011583011583
7	23	20	20	723	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	0.9235659999999999	579.1505791505792
8	10	10	10	810	810	810	137.5	1.5	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	0.876905	1158.3011583011585
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	1.169743	2702.702702702703
7	23	20	20	723	720	720	175	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	1.909883	1158.3011583011585
8	23	20	20	823	820	820	5	1	2	TRUE	TRUE	TRUE	FALSE	11	FALSE	FALSE	FALSE	0.5245340000000001	6563.706563706564
7	22	20	20	722	720	720	42.5	1	1	TRUE	FALSE	TRUE	FALSE	12	TRUE	TRUE	TRUE	1.916319	289.5752895752896
8	10	10	10	810	810	810	87.5	2.5	2	TRUE	TRUE	TRUE	FALSE	13	TRUE	TRUE	FALSE	1.4995880000000001	6563.706563706564
7	23	20	20	723	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	0.31858200000000003	1158.3011583011585
7	23	20	20	723	720	720	42.5	1	2	TRUE	TRUE	TRUE	TRUE	11	FALSE	FALSE	FALSE	0.973445	2702.702702702703
9	22	20	20	922	920	920	87.5	1.5	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	FALSE	FALSE	1.211577	1158.3011583011585
7	23	20	20	723	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.835869	2702.702702702703
8	10	10	10	810	810	810	62.5	1	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	TRUE	FALSE	0.39742299999999997	1158.3011583011585
7	22	20	20	722	720	720	87.5	1.5	2	TRUE	TRUE	TRUE	FALSE	11	FALSE	TRUE	FALSE	1.6991040000000002	1158.3011583011585
8	10	10	10	810	810	810	62.5	2	2	TRUE	TRUE	TRUE	FALSE	13	FALSE	FALSE	FALSE	0.667735	1158.3011583011585
7	23	20	20	723	720	720	175	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	FALSE	FALSE	0.864033	2702.702702702703
8	10	10	10	810	810	810	5	0	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	TRUE	0.40064099999999997	579.1505791505792
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.693479	1158.3011583011585
7	23	20	20	723	720	720	175	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	1.0844660000000002	2702.702702702703
7	22	20	20	722	720	720	62.5	1	3	TRUE	TRUE	FALSE	FALSE	11	FALSE	FALSE	FALSE	0.584067	2702.702702702703
8	10	10	10	810	810	810	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.34110799999999997	1158.3011583011585
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	TRUE	FALSE	11	TRUE	TRUE	FALSE	1.615436	6563.706563706564
7	22	20	20	722	720	720	112.5	1	2	TRUE	FALSE	FALSE	FALSE	10	TRUE	FALSE	FALSE	1.102165	2702.702702702703
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	TRUE	FALSE	1.649225	579.1505791505792
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.621074	2702.702702702703
8	24	20	30	824	820	830	175	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	FALSE	FALSE	1.290418	2702.702702702703
7	22	20	20	722	720	720	87.5	1.5	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	TRUE	FALSE	0.94931	2702.702702702703
7	23	20	20	723	720	720	42.5	2	6	TRUE	TRUE	TRUE	TRUE	13	FALSE	FALSE	FALSE	1.322598	6563.706563706564
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.395003	115.83011583011583
8	24	20	30	824	820	830	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.249395	6563.706563706564
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	TRUE	FALSE	1.7200209999999998	2702.702702702703
7	23	20	20	723	720	720	62.5	0.5	2	FALSE	TRUE	FALSE	TRUE	12	FALSE	TRUE	FALSE	1.39983	2702.702702702703
7	22	20	20	722	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	1.9388450000000002	1158.3011583011585
8	10	10	10	810	810	810	62.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	FALSE	FALSE	0.333063	2702.702702702703
8	22	20	20	822	820	820	175	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.22526000000000002	289.5752895752896
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	1.179397	2702.702702702703
7	22	20	20	722	720	720	20	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	FALSE	FALSE	0.471437	11583.011583011583
8	23	20	20	823	820	820	12.5	0	2	TRUE	TRUE	TRUE	TRUE	11	FALSE	TRUE	FALSE	1.654052	2702.702702702703
7	22	20	20	722	720	720	42.5	1	1	TRUE	FALSE	FALSE	FALSE	10	TRUE	FALSE	TRUE	1.391785	1158.3011583011585
