mode	independence	ind_3	ind_3_alt	mode_ind	mode_ind_3	mode_ind_3_alt	income_k	veh_per_driver	n_adults	has_mom	has_dad	non_work_mom	non_work_dad	age	female	has_lil_sib	has_big_sib	distance	density
7	22	20	20	722	720	720	250	2	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	0.61142	1158.3011583011585
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.9838970000000002	1158.3011583011585
8	10	10	10	810	810	810	62.5	1	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	0.45534699999999995	1158.3011583011585
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.7119760000000002	6563.706563706564
7	23	20	20	723	720	720	30	1	3	TRUE	TRUE	TRUE	FALSE	8	FALSE	TRUE	FALSE	1.8567859999999998	2702.702702702703
7	23	20	20	723	720	720	137.5	1	2	TRUE	TRUE	FALSE	TRUE	10	FALSE	TRUE	FALSE	1.5188959999999998	289.5752895752896
8	22	20	20	822	820	820	87.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	0.7707109999999999	1158.3011583011585
8	10	10	10	810	810	810	137.5	3	1	TRUE	FALSE	FALSE	FALSE	13	FALSE	FALSE	TRUE	1.654052	6563.706563706564
8	24	20	30	824	820	830	137.5	0.5	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	1.607391	2702.702702702703
8	10	10	10	810	810	810	20	1	3	TRUE	FALSE	TRUE	FALSE	9	FALSE	FALSE	FALSE	1.148826	6563.706563706564
7	23	20	20	723	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.784381	1158.3011583011585
7	22	20	20	722	720	720	42.5	1	1	TRUE	FALSE	FALSE	FALSE	8	FALSE	FALSE	TRUE	1.692668	579.1505791505792
7	23	20	20	723	720	720	87.5	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	1.427183	2702.702702702703
8	24	20	30	824	820	830	42.5	1	2	TRUE	TRUE	TRUE	FALSE	11	TRUE	TRUE	FALSE	1.134345	6563.706563706564
7	22	20	20	722	720	720	30	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.546249	579.1505791505792
7	22	20	20	722	720	720	250	3	1	TRUE	FALSE	FALSE	FALSE	11	TRUE	FALSE	TRUE	1.266283	2702.702702702703
8	23	20	20	823	820	820	62.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.9589639999999999	1158.3011583011585
7	22	20	20	722	720	720	87.5	1.5	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	TRUE	FALSE	1.023324	2702.702702702703
8	24	20	30	824	820	830	137.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	0.8865590000000001	289.5752895752896
7	22	20	20	722	720	720	30	1	1	TRUE	FALSE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.44730200000000003	2702.702702702703
7	22	20	20	722	720	720	20	1.5	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	FALSE	FALSE	0.983099	6563.706563706564
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	0.500399	2702.702702702703
9	22	20	20	922	920	920	250	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	1.119864	1158.3011583011585
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	TRUE	FALSE	11	FALSE	TRUE	FALSE	1.953326	2702.702702702703
7	22	20	20	722	720	720	20	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	FALSE	FALSE	0.8865590000000001	2702.702702702703
7	22	20	20	722	720	720	250	1.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	0.453738	2702.702702702703
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	1.647616	2702.702702702703
7	23	20	20	723	720	720	5	1	1	FALSE	TRUE	FALSE	FALSE	9	TRUE	FALSE	TRUE	1.924364	2702.702702702703
7	22	20	20	722	720	720	87.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.2614560000000001	2702.702702702703
8	22	20	20	822	820	820	20	0.5	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	FALSE	FALSE	0.44086600000000004	1158.3011583011585
7	22	20	20	722	720	720	20	0.5	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	FALSE	FALSE	0.783583	2702.702702702703
9	30	30	30	930	930	930	62.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	1.3531689999999998	2702.702702702703
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	TRUE	FALSE	13	TRUE	FALSE	FALSE	0.9090849999999999	115.83011583011583
8	10	10	10	810	810	810	87.5	1.5	2	TRUE	TRUE	FALSE	TRUE	12	TRUE	TRUE	FALSE	0.44086600000000004	2702.702702702703
7	23	20	20	723	720	720	175	1.5	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	1.858395	2702.702702702703
8	10	10	10	810	810	810	112.5	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	TRUE	FALSE	1.193878	1158.3011583011585
7	22	20	20	722	720	720	42.5	2	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	FALSE	FALSE	1.604173	1158.3011583011585
8	23	20	20	823	820	820	62.5	1	1	FALSE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.38616	579.1505791505792
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	1.695886	2702.702702702703
7	22	20	20	722	720	720	112.5	1.5	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.597737	2702.702702702703
9	10	10	10	910	910	910	250	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	TRUE	FALSE	1.267892	2702.702702702703
8	22	20	20	822	820	820	250	1.5	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	0.57924	2702.702702702703
8	21	20	20	821	820	820	30	0.5	2	TRUE	TRUE	TRUE	TRUE	9	FALSE	FALSE	FALSE	1.211577	11583.011583011583
7	21	20	20	721	720	720	175	0.5	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.878514	2702.702702702703
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	FALSE	TRUE	10	TRUE	FALSE	FALSE	1.404657	579.1505791505792
8	30	30	30	830	830	830	20	1	1	TRUE	FALSE	FALSE	FALSE	13	FALSE	TRUE	TRUE	1.065158	2702.702702702703
7	22	20	20	722	720	720	250	1.5	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	FALSE	TRUE	1.0732030000000001	1158.3011583011585
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	0.633946	1158.3011583011585
7	24	20	30	724	720	730	30	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.8342599999999998	579.1505791505792
7	23	20	20	723	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	TRUE	1.089293	1158.3011583011585
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	FALSE	1.189051	579.1505791505792
7	23	20	20	723	720	720	62.5	0	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	0.751403	115.83011583011583
7	22	20	20	722	720	720	42.5	1	2	TRUE	FALSE	TRUE	FALSE	12	TRUE	FALSE	FALSE	0.9718359999999999	6563.706563706564
8	22	20	20	822	820	820	175	1	2	TRUE	FALSE	FALSE	FALSE	10	FALSE	FALSE	FALSE	0.614638	2702.702702702703
8	10	10	10	810	810	810	137.5	0.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.567977	2702.702702702703
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	TRUE	FALSE	1.063549	2702.702702702703
7	23	20	20	723	720	720	30	1	1	FALSE	TRUE	FALSE	TRUE	11	FALSE	FALSE	TRUE	1.4979790000000002	2702.702702702703
9	10	10	10	910	910	910	175	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	FALSE	FALSE	0.77232	579.1505791505792
7	22	20	20	722	720	720	175	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	1.7377200000000002	1158.3011583011585
9	22	20	20	922	920	920	62.5	1	1	TRUE	FALSE	FALSE	FALSE	8	TRUE	FALSE	TRUE	1.5269409999999999	2702.702702702703
9	10	10	10	910	910	910	62.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	FALSE	FALSE	1.591301	2702.702702702703
7	22	20	20	722	720	720	87.5	2	2	TRUE	FALSE	FALSE	FALSE	13	FALSE	FALSE	TRUE	0.9187389999999999	1158.3011583011585
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	TRUE	FALSE	11	TRUE	TRUE	FALSE	1.382131	2702.702702702703
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	1.8567859999999998	2702.702702702703
8	22	20	20	822	820	820	175	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	FALSE	FALSE	1.205141	6563.706563706564
7	23	20	20	723	720	720	42.5	0.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	1.766682	6563.706563706564
7	23	20	20	723	720	720	250	1	2	TRUE	TRUE	TRUE	FALSE	13	TRUE	TRUE	FALSE	1.398221	6563.706563706564
7	22	20	20	722	720	720	42.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	1.396612	289.5752895752896
7	22	20	20	722	720	720	250	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.370868	2702.702702702703
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	1.470626	2702.702702702703
8	22	20	20	822	820	820	87.5	1	2	TRUE	TRUE	FALSE	FALSE	11	FALSE	TRUE	FALSE	0.516489	2702.702702702703
7	22	20	20	722	720	720	175	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	1.089293	1158.3011583011585
7	22	20	20	722	720	720	175	1	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	1.5156779999999999	2702.702702702703
7	23	20	20	723	720	720	87.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	1.650834	2702.702702702703
9	10	10	10	910	910	910	137.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	0.8817320000000001	1158.3011583011585
8	10	10	10	810	810	810	42.5	0.5	2	TRUE	TRUE	FALSE	TRUE	9	FALSE	FALSE	FALSE	0.342717	2702.702702702703
7	22	20	20	722	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	0.984708	2702.702702702703
7	23	20	20	723	720	720	87.5	0.5	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	TRUE	FALSE	1.330643	1158.3011583011585
7	21	20	20	721	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.063549	19.305019305019307
8	22	20	20	822	820	820	112.5	1	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	FALSE	FALSE	0.5695859999999999	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	TRUE	FALSE	0.778756	1158.3011583011585
9	10	10	10	910	910	910	42.5	1.5	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	0.833462	1158.3011583011585
7	23	20	20	723	720	720	20	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	1.7634640000000001	1158.3011583011585
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.859206	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.46419	1158.3011583011585
7	23	20	20	723	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	1.229276	579.1505791505792
9	10	10	10	910	910	910	137.5	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	1.245366	579.1505791505792
7	22	20	20	722	720	720	62.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	1.282373	1158.3011583011585
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	1.4979790000000002	2702.702702702703
7	22	20	20	722	720	720	87.5	1.5	2	TRUE	TRUE	TRUE	FALSE	13	FALSE	FALSE	FALSE	1.5172869999999998	115.83011583011583
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	0.815763	2702.702702702703
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	1.5398129999999999	1158.3011583011585
8	10	10	10	810	810	810	5	0.5	1	TRUE	FALSE	FALSE	FALSE	12	FALSE	FALSE	TRUE	0.6307280000000001	2702.702702702703
8	24	20	30	824	820	830	112.5	1	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	1.4384460000000001	2702.702702702703
7	22	20	20	722	720	720	87.5	1	3	TRUE	TRUE	TRUE	FALSE	9	FALSE	FALSE	FALSE	0.9283929999999999	2702.702702702703
7	23	20	20	723	720	720	42.5	1	2	TRUE	TRUE	TRUE	TRUE	8	FALSE	FALSE	FALSE	1.779554	289.5752895752896
7	23	20	20	723	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	1.018497	2702.702702702703
7	22	20	20	722	720	720	5	1	2	TRUE	TRUE	TRUE	FALSE	11	TRUE	TRUE	FALSE	0.9895349999999999	2702.702702702703
7	22	20	20	722	720	720	30	2	1	TRUE	FALSE	TRUE	FALSE	8	FALSE	FALSE	TRUE	1.263065	2702.702702702703
8	10	10	10	810	810	810	137.5	1	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	1.54464	115.83011583011583
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	1.160089	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	0.6757799999999999	2702.702702702703
8	23	20	20	823	820	820	175	1	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	TRUE	FALSE	0.860815	6563.706563706564
7	23	20	20	723	720	720	12.5	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	TRUE	FALSE	1.5269409999999999	2702.702702702703
8	10	10	10	810	810	810	87.5	4	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	0.8994310000000001	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.984708	289.5752895752896
8	22	20	20	822	820	820	250	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	0.843116	2702.702702702703
7	23	20	20	723	720	720	250	2	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	1.971025	289.5752895752896
8	10	10	10	810	810	810	42.5	2	2	TRUE	TRUE	TRUE	FALSE	13	TRUE	TRUE	FALSE	1.4384460000000001	2702.702702702703
8	22	20	20	822	820	820	42.5	1	2	TRUE	TRUE	TRUE	FALSE	9	FALSE	FALSE	FALSE	0.336281	2702.702702702703
7	23	20	20	723	720	720	250	1	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	TRUE	FALSE	1.264674	1158.3011583011585
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	FALSE	FALSE	1.967807	1158.3011583011585
8	22	20	20	822	820	820	175	1	2	TRUE	TRUE	TRUE	FALSE	10	TRUE	FALSE	FALSE	0.48591799999999996	1158.3011583011585
9	10	10	10	910	910	910	42.5	0.5	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	1.932409	1158.3011583011585
7	23	20	20	723	720	720	175	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	TRUE	FALSE	1.396612	2702.702702702703
7	23	20	20	723	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	1.386958	2702.702702702703
8	10	10	10	810	810	810	12.5	0	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	FALSE	FALSE	0.807718	579.1505791505792
7	22	20	20	722	720	720	30	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	FALSE	TRUE	1.6781869999999999	6563.706563706564
9	22	20	20	922	920	920	250	0	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.9436719999999998	2702.702702702703
9	10	10	10	910	910	910	112.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.625901	2702.702702702703
8	30	30	30	830	830	830	175	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	TRUE	FALSE	0.148028	579.1505791505792
7	22	20	20	722	720	720	112.5	1.5	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	TRUE	FALSE	1.49637	2702.702702702703
7	22	20	20	722	720	720	175	1.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	0.7369220000000001	2702.702702702703
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	11	FALSE	TRUE	FALSE	1.927582	289.5752895752896
8	30	30	30	830	830	830	175	1	3	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	0.260658	2702.702702702703
7	22	20	20	722	720	720	42.5	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	1.1761789999999999	2702.702702702703
7	23	20	20	723	720	720	87.5	1.5	3	TRUE	TRUE	TRUE	FALSE	9	TRUE	FALSE	FALSE	1.612218	289.5752895752896
7	22	20	20	722	720	720	20	1	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	TRUE	FALSE	1.30329	2702.702702702703
7	22	20	20	722	720	720	175	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	0.938047	2702.702702702703
7	23	20	20	723	720	720	20	1	3	TRUE	TRUE	TRUE	FALSE	10	TRUE	FALSE	TRUE	0.7578389999999999	2702.702702702703
7	22	20	20	722	720	720	30	1	1	TRUE	FALSE	TRUE	FALSE	10	FALSE	FALSE	TRUE	1.75381	2702.702702702703
9	21	20	20	921	920	920	5	0	2	TRUE	TRUE	TRUE	TRUE	10	TRUE	TRUE	FALSE	0.47948199999999996	6563.706563706564
7	22	20	20	722	720	720	62.5	0.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	1.460972	579.1505791505792
8	24	20	30	824	820	830	112.5	1	1	FALSE	TRUE	FALSE	FALSE	8	TRUE	FALSE	TRUE	0.102976	115.83011583011583
7	21	20	20	721	720	720	250	1	2	TRUE	TRUE	FALSE	TRUE	11	FALSE	FALSE	FALSE	0.9396559999999999	1158.3011583011585
9	10	10	10	910	910	910	87.5	1	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	TRUE	FALSE	1.718412	2702.702702702703
8	22	20	20	822	820	820	5	0	2	TRUE	FALSE	TRUE	FALSE	12	FALSE	FALSE	FALSE	0.362025	11583.011583011583
7	23	20	20	723	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	1.457754	2702.702702702703
8	23	20	20	823	820	820	175	0	2	TRUE	TRUE	TRUE	TRUE	11	TRUE	FALSE	FALSE	1.449709	11583.011583011583
8	22	20	20	822	820	820	112.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	0.601766	6563.706563706564
8	10	10	10	810	810	810	42.5	1.5	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	FALSE	FALSE	0.22043300000000002	579.1505791505792
8	30	30	30	830	830	830	62.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	0.43121200000000004	2702.702702702703
7	22	20	20	722	720	720	20	1.5	1	TRUE	FALSE	FALSE	FALSE	9	TRUE	FALSE	TRUE	0.991144	2702.702702702703
7	22	20	20	722	720	720	12.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.7956440000000002	1158.3011583011585
8	24	20	30	824	820	830	62.5	1	1	FALSE	TRUE	FALSE	FALSE	10	FALSE	FALSE	TRUE	0.48913599999999996	579.1505791505792
8	10	10	10	810	810	810	30	1.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	0.9042580000000001	6563.706563706564
8	10	10	10	810	810	810	62.5	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	FALSE	FALSE	0.183426	1158.3011583011585
8	24	20	30	824	820	830	175	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	0.7707109999999999	1158.3011583011585
7	23	20	20	723	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	1.06194	1158.3011583011585
8	22	20	20	822	820	820	30	1	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	FALSE	FALSE	0.6709529999999999	6563.706563706564
9	10	10	10	910	910	910	42.5	1	1	TRUE	FALSE	FALSE	FALSE	8	TRUE	FALSE	TRUE	1.057113	2702.702702702703
7	22	20	20	722	720	720	42.5	1	3	TRUE	TRUE	FALSE	TRUE	9	FALSE	FALSE	TRUE	0.74014	2702.702702702703
7	22	20	20	722	720	720	137.5	1.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	FALSE	FALSE	1.945281	2702.702702702703
7	22	20	20	722	720	720	175	1.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.615436	289.5752895752896
7	22	20	20	722	720	720	42.5	1	1	TRUE	FALSE	FALSE	FALSE	9	TRUE	FALSE	TRUE	0.532579	1158.3011583011585
8	23	20	20	823	820	820	175	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	0.580849	6563.706563706564
7	22	20	20	722	720	720	112.5	1.5	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	TRUE	FALSE	0.6001569999999999	1158.3011583011585
7	22	20	20	722	720	720	62.5	1	1	TRUE	FALSE	FALSE	FALSE	11	TRUE	FALSE	TRUE	1.7425469999999998	579.1505791505792
8	23	20	20	823	820	820	250	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	0.44408400000000003	6563.706563706564
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	12	FALSE	TRUE	FALSE	1.1633069999999999	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	12	TRUE	FALSE	FALSE	1.01367	2702.702702702703
9	10	10	10	910	910	910	42.5	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	0.975054	579.1505791505792
8	24	20	30	824	820	830	30	1	2	TRUE	TRUE	TRUE	FALSE	13	FALSE	TRUE	FALSE	1.4384460000000001	2702.702702702703
8	30	30	30	830	830	830	87.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	0.616247	2702.702702702703
9	10	10	10	910	910	910	42.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	FALSE	FALSE	0.828635	2702.702702702703
8	10	10	10	810	810	810	250	1	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	FALSE	FALSE	0.37972399999999995	2702.702702702703
8	24	20	30	824	820	830	87.5	1.5	2	TRUE	TRUE	FALSE	FALSE	13	FALSE	FALSE	FALSE	1.9517170000000001	6563.706563706564
9	10	10	10	910	910	910	112.5	1	2	TRUE	TRUE	FALSE	FALSE	12	FALSE	TRUE	FALSE	1.295245	1158.3011583011585
7	22	20	20	722	720	720	137.5	1	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	0.5583229999999999	2702.702702702703
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	FALSE	FALSE	1.020106	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	TRUE	11	TRUE	FALSE	FALSE	1.457754	1158.3011583011585
7	22	20	20	722	720	720	42.5	1	1	TRUE	FALSE	FALSE	FALSE	9	TRUE	FALSE	TRUE	1.2003139999999999	1158.3011583011585
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	FALSE	FALSE	9	FALSE	TRUE	FALSE	0.717614	2702.702702702703
9	22	20	20	922	920	920	175	1	2	TRUE	TRUE	TRUE	FALSE	8	FALSE	FALSE	FALSE	0.7369220000000001	1158.3011583011585
7	23	20	20	723	720	720	137.5	1.5	2	TRUE	TRUE	FALSE	FALSE	9	TRUE	TRUE	FALSE	1.1166459999999998	2702.702702702703
8	22	20	20	822	820	820	30	1	2	TRUE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	0.550278	11583.011583011583
7	22	20	20	722	720	720	175	1	1	TRUE	FALSE	FALSE	FALSE	9	FALSE	FALSE	FALSE	1.182615	2702.702702702703
7	22	20	20	722	720	720	250	1.5	2	TRUE	TRUE	FALSE	FALSE	11	TRUE	TRUE	FALSE	1.969416	2702.702702702703
8	22	20	20	822	820	820	30	1	2	TRUE	TRUE	FALSE	FALSE	8	TRUE	TRUE	FALSE	0.45212900000000006	2702.702702702703
8	21	20	20	821	820	820	30	0	2	TRUE	TRUE	TRUE	TRUE	13	FALSE	TRUE	FALSE	1.555903	1158.3011583011585
7	22	20	20	722	720	720	87.5	1	2	TRUE	TRUE	FALSE	FALSE	10	TRUE	TRUE	FALSE	0.51488	2702.702702702703
8	23	20	20	823	820	820	87.5	1	2	TRUE	TRUE	TRUE	FALSE	9	TRUE	TRUE	FALSE	0.9477009999999999	6563.706563706564
9	23	20	20	923	920	920	137.5	1	2	TRUE	TRUE	TRUE	FALSE	8	TRUE	FALSE	FALSE	1.9565439999999998	2702.702702702703
7	22	20	20	722	720	720	30	1.5	2	TRUE	TRUE	FALSE	TRUE	13	TRUE	TRUE	FALSE	0.823808	2702.702702702703
7	23	20	20	723	720	720	137.5	1	2	TRUE	TRUE	TRUE	FALSE	10	FALSE	TRUE	FALSE	1.375695	2702.702702702703
7	22	20	20	722	720	720	175	1.5	2	TRUE	TRUE	FALSE	FALSE	13	TRUE	TRUE	FALSE	1.3515599999999999	1158.3011583011585
7	23	20	20	723	720	720	175	1	1	FALSE	TRUE	FALSE	FALSE	10	FALSE	FALSE	FALSE	1.6170449999999998	11583.011583011583
7	22	20	20	722	720	720	112.5	1	2	TRUE	TRUE	TRUE	FALSE	12	TRUE	TRUE	FALSE	1.6637060000000001	2702.702702702703
7	22	20	20	722	720	720	62.5	1	2	TRUE	TRUE	FALSE	FALSE	8	FALSE	TRUE	FALSE	0.587285	2702.702702702703
